,0.4487,4082.0313,1831.5702
34559566,0.4487,4091.7969,1835.9520
34559604,0.4223,4082.0313,1723.8308
34559643,0.4223,4086.9141,1725.8928
34559681,0.4487,4077.1484,1829.3794
34559720,0.4223,4067.3828,1717.6448
34559759,0.5015,4082.0313,2047.0490
34559797,0.4751,4111.3281,1953.2280
34559836,0.3959,4082.0313,1616.0913
34559874,0.3695,4086.9141,1510.1563
34559912,0.4223,4062.5000,1715.5828
34559950,0.4487,4091.7969,1835.9520
34559989,0.3167,4086.9141,1294.4196
34560028,0.3959,4082.0313,1616.0913
34560066,0.3959,4086.9141,1618.0244
34560105,0.4223,4086.9141,1725.8928
34560143,0.3959,4086.9141,1618.0244
34560182,0.4751,4077.1484,1936.9899
34560220,0.4223,4072.2656,1719.7068
34560259,0.3959,4082.0313,1616.0913
34560297,0.3959,4082.0313,1616.0913
34560335,0.3695,4086.9141,1510.1563
34560374,0.3959,4077.1484,1614.1582
34560412,0.4223,4086.9141,1725.8928
34560451,0.4487,4077.1484,1829.3794
34560490,0.5543,4082.0313,2262.5278
34560528,0.3695,4082.0313,1508.3519
34560567,0.3695,4067.3828,1502.9392
34560605,0.3431,4086.9141,1402.2878
34560644,0.3695,4086.9141,1510.1563
34560681,0.4487,4086.9141,1833.7611
34560720,0.5543,4077.1484,2259.8215
34560759,0.4223,4086.9141,1725.8928
34560797,0.4223,4077.1484,1721.7688
34560836,0.4487,4077.1484,1829.3794
34560874,0.5543,4077.1484,2259.8215
34560913,0.3959,4072.2656,1612.2251
34560951,0.4223,4077.1484,1721.7688
34560990,0.4223,4072.2656,1719.7068
34561029,0.3431,4086.9141,1402.2878
34561067,0.4223,4086.9141,1725.8928
34561105,0.3959,4082.0313,1616.0913
34561143,0.3959,4125.9766,1633.4894
34561182,0.3959,4086.9141,1618.0244
34561220,0.4223,4082.0313,1723.8308
34561259,0.3695,4091.7969,1511.9604
34561298,0.3959,4082.0313,1616.0913
34561336,0.4223,4082.0313,1723.8308
34561375,0.5279,4086.9141,2157.3660
34561413,0.5015,4077.1484,2044.6003
34561452,0.3959,4091.7969,1619.9575
34561490,0.3959,4072.2656,1612.2251
34561528,0.4223,4077.1484,1721.7688
34561567,0.3959,4077.1484,1614.1582
34561605,0.4223,4086.9141,1725.8928
34561644,0.3959,4086.9141,1618.0244
34561682,0.3959,4091.7969,1619.9575
34561721,0.4487,4082.0313,1831.5702
34561760,0.3695,4057.6172,1499.3307
34561798,0.4223,4067.3828,1717.6448
34561837,0.4223,4082.0313,1723.8308
34561874,0.3695,4067.3828,1502.9392
34561913,0.3695,4091.7969,1511.9604
34561951,0.4223,4086.9141,1725.8928
34561990,0.3959,4072.2656,1612.2251
34562029,0.4487,4067.3828,1824.9976
34562067,0.4487,4077.1484,1829.3794
34562106,0.3959,4086.9141,1618.0244
34562144,0.4487,4072.2656,1827.1885
34562183,0.4223,4091.7969,1727.9547
34562222,0.3959,4086.9141,1618.0244
34562259,0.3959,4082.0313,1616.0913
34562298,0.5015,4086.9141,2049.4976
34562336,0.4223,4082.0313,1723.8308
34562375,0.5543,4086.9141,2265.2341
34562413,0.5279,4082.0313,2154.7883
34562452,0.4487,4062.5000,1822.8068
34562491,0.4223,4082.0313,1723.8308
34562529,0.3959,4082.0313,1616.0913
34562568,0.3431,4086.9141,1402.2878
34562606,0.4223,4086.9141,1725.8928
34562644,1.7948,3916.0156,7028.3223
34562682,1.6364,3959.9609,6480.0879
34562721,1.6628,3955.0781,6576.4868
34562760,1.8212,3886.7188,7078.3252
34562798,1.4780,3925.7813,5802.4639
34562837,1.4780,3940.4297,5824.1147
34562875,1.3725,3955.0781,5428.2109
34562914,1.3725,3935.5469,5401.4053
34562953,1.3989,3959.9609,5539.4297
34562991,1.4780,3969.7266,5867.4170
34563030,1.4253,3955.0781,5636.9883
34563067,1.4780,3950.1953,5838.5488
34563106,1.5044,3945.3125,5935.4629
34563144,1.3461,3945.3125,5310.6772
34563183,1.4253,3940.4297,5616.1108
34563222,1.4516,3955.0781,5741.3770
34563260,1.6364,3964.8438,6488.0781
34563299,1.5836,3930.6641,6224.6577
34563337,1.2933,3984.3750,5152.9346
34563376,1.4780,3955.0781,5845.7661
34563414,1.3989,3950.1953,5525.7690
34563452,1.3197,3945.3125,5206.5459
34563491,1.5836,3930.6641,6224.6577
34563529,1.3197,3959.9609,5225.8774
34563568,1.4780,3950.1953,5838.5488
34563606,1.2933,3955.0781,5115.0449
34563645,1.3197,3984.3750,5258.0962
34563683,1.5572,3964.8438,6174.1392
34563722,1.3461,3964.8438,5336.9678
34563761,1.3989,3945.3125,5518.9390
34563799,1.4253,3935.5469,5609.1514
34563837,1.4253,3935.5469,5609.1514
34563875,1.3989,3945.3125,5518.9390
34563914,1.3461,3955.0781,5323.8228
34563953,1.3725,3964.8438,5441.6143
34563991,1.3725,3984.3750,5468.4199
34564030,1.3725,3979.4922,5461.7188
34564068,1.5044,3955.0781,5950.1543
34564107,1.3725,3950.1953,5421.5098
34564145,1.4516,3930.6641,5705.9365
34564184,1.3989,3930.6641,5498.4478
34564222,1.5044,3935.5469,5920.7710
34564260,1.4780,3950.1953,5838.5488
34564299,1.5572,3945.3125,6143.7246
34564337,1.4253,3950.1953,5630.0293
34564376,1.5572,3969.7266,6181.7427
34564414,1.4780,3959.9609,5852.9829
34564453,1.3725,3945.3125,5414.8081
34564492,1.7156,3940.4297,6760.1333
34564530,1.4253,3930.6641,5602.1924
34564569,1.5836,3925.7813,6216.9253
34564606,1.3989,3940.4297,5512.1084
34564645,1.5836,3940.4297,6240.1230
34564684,1.4253,3959.9609,5643.9478
34564722,1.5308,3969.7266,6076.9678
34564761,1.5308,3935.5469,6024.6445
34564799,1.5044,3935.5469,5920.7710
34564838,1.6892,3916.0156,6614.8911
34564876,1.5836,3911.1328,6193.7280
34564915,1.5572,3925.7813,6113.3101
34564954,1.5836,3925.7813,6216.9253
34564992,1.5572,3940.4297,6136.1211
34565030,1.7156,3911.1328,6709.8721
34565068,1.7684,3916.0156,6924.9644
34565107,1.6892,3935.5469,6647.8833
34565145,1.6100,3920.8984,6312.6797
34565184,1.6628,3906.2500,6495.2954
34565223,1.7420,3881.8359,6762.0664
34565261,1.5836,3920.8984,6209.1929
34565300,1.6892,3920.8984,6623.1392
34565338,1.6364,3930.6641,6432.1465
34565377,1.5572,3935.5469,6128.5176
34565415,1.7684,3994.1406,7063.1182
34565453,1.6364,3930.6641,6432.1465
34565492,1.7156,3906.2500,6701.4951
34565530,1.6892,3911.1328,6606.6431
34565569,1.7948,3881.8359,6966.9775
34565607,1.7684,3881.8359,6864.5220
34565646,1.6364,3920.8984,6416.1660
34565685,1.6892,3940.4297,6656.1313
34565723,1.6628,3930.6641,6535.8911
34565762,1.5836,3959.9609,6271.0527
34565799,1.7420,3911.1328,6813.1011
34565838,1.7156,3901.3672,6693.1182
34565876,2.0059,3862.3047,7747.4434
34565915,1.7684,3886.7188,6873.1567
34565954,2.0851,3867.1875,8063.4458
34565992,1.9003,3896.4844,7404.6367
34566031,1.8739,3901.3672,7310.9448
34566069,1.8739,3881.8359,7274.3442
34566108,1.8476,3872.0703,7153.8462
34566146,1.9531,3896.4844,7610.3213
34566184,1.7948,3911.1328,7019.5586
34566223,1.9531,3881.8359,7581.7109
34566261,1.6892,3891.6016,6573.6514
34566300,1.8212,3872.0703,7051.6484
34566338,1.6892,3906.2500,6598.3955
34566377,2.0059,3867.1875,7757.2383
34566416,1.9795,3906.2500,7732.4941
34566454,1.8212,3920.8984,7140.5718
34566493,2.0059,3906.2500,7835.5942
34566531,1.7948,3891.6016,6984.5049
34566569,2.0587,3842.7734,7911.1152
34566607,1.8212,3881.8359,7069.4331
34566646,1.9003,3867.1875,7348.9624
34566685,1.9003,3872.0703,7358.2417
34566723,2.1115,3847.6563,8124.2739
34566762,2.0059,3876.9531,7776.8271
34566800,1.8739,3886.7188,7283.4941
34566839,1.9003,3911.1328,7432.4736
34566877,1.9003,3901.3672,7413.9155
34566916,2.1115,3872.0703,8175.8237
34566955,1.8739,3867.1875,7246.8940
34566992,1.8212,3867.1875,7042.7559
34567031,1.8476,3857.4219,7126.7822
34567069,2.1379,3837.8906,8204.9502
34567108,2.0323,3876.9531,7879.1538
34567147,1.9531,3881.8359,7581.7109
34567185,2.0587,3891.6016,8011.6377
34567224,2.1643,3872.0703,8380.2197
34567262,2.0851,3876.9531,8083.8081
34567301,2.4018,3852.5391,9253.0898
34567339,2.1115,3862.3047,8155.2041
34567377,2.0587,3857.4219,7941.2720
34567416,2.1907,3842.7734,8418.2373
34567454,2.1115,3842.7734,8113.9639
34567493,1.9795,3867.1875,7655.1694
34567531,1.9531,3886.7188,7591.2476
34567570,2.1379,3876.9531,8288.4609
34567608,2.0587,3881.8359,7991.5332
34567647,2.1643,3852.5391,8337.9492
34567686,2.0323,3862.3047,7849.3838
34567724,2.1379,3837.8906,8204.9502
34567762,2.0851,3828.1250,7981.9966
34567800,2.2435,3847.6563,8632.0420
34567839,2.3226,3857.4219,8959.3838
34567878,1.9267,3862.3047,7441.6240
34567916,2.3226,3784.1797,8789.2686
34567955,2.0851,3886.7188,8104.1699
34567993,2.1379,3842.7734,8215.3887
34568032,2.0059,3862.3047,7747.4434
34568070,2.1907,3837.8906,8407.5410
34568109,2.3226,3808.5938,8845.9736
34568147,2.2435,3818.3594,8566.3154
34568185,2.3754,3833.0078,9105.0117
34568224,2.2698,3852.5391,8744.6777
34568262,2.4282,3823.2422,9283.6328
34568301,2.3226,3833.0078,8902.6787
34568339,2.2962,3837.8906,8812.7236
34568378,2.1379,3867.1875,8267.5830
34568417,2.3226,3828.1250,8891.3379
34568455,1.9795,3842.7734,7606.8413
34568494,2.0851,3862.3047,8053.2646
34568531,2.0059,3886.7188,7796.4160
34568570,2.0059,3886.7188,7796.4160
34568608,2.2435,3872.0703,8686.8135
34568647,2.2435,3862.3047,8664.9043
34568686,2.2171,3852.5391,8541.3135
34568724,2.1643,3833.0078,8295.6777
34568763,2.2435,3833.0078,8599.1787
34568801,2.2171,3813.4766,8454.7090
34568840,2.3226,3813.4766,8857.3145
34568879,2.4810,3823.2422,9485.4512
34568916,2.1907,3852.5391,8439.6309
34568955,2.6921,3813.4766,10266.4340
34568994,2.3226,3828.1250,8891.3379
34569033,2.5074,3803.7109,9537.3877
34569071,2.3226,3818.3594,8868.6563
34569110,2.3490,3823.2422,8980.9063
34569149,2.1643,3837.8906,8306.2461
34569187,2.1907,3852.5391,8439.6309
34569226,2.0851,3867.1875,8063.4458
34569264,2.1643,3872.0703,8380.2197
34569303,2.3226,3847.6563,8936.7021
34569340,2.3490,3828.1250,8992.3760
34569379,2.5074,3803.7109,9537.3877
34569418,2.4282,3803.7109,9236.2070
34569456,2.3226,3769.5313,8755.2461
34569495,2.5338,3779.2969,9575.9209
34569533,2.5338,3818.3594,9674.8965
34569572,2.3754,3828.1250,9093.4131
34569611,2.3754,3842.7734,9128.2100
34569649,2.2962,3828.1250,8790.2998
34569688,2.4018,3823.2422,9182.7236
34569725,2.3226,3808.5938,8845.9736
34569764,2.2435,3823.2422,8577.2695
34569802,2.3490,3808.5938,8946.4961
34569841,2.3490,3813.4766,8957.9668
34569880,2.4810,3823.2422,9485.4512
34569918,2.4018,3833.0078,9206.1787
34569957,2.3754,3842.7734,9128.2100
34569995,2.4018,3813.4766,9159.2686
34570034,2.4810,3798.8281,9424.8799
34570072,2.3490,3793.9453,8912.0869
34570110,2.3754,3798.8281,9023.8213
34570149,2.4282,3833.0078,9307.3457
34570187,2.3490,3847.6563,9038.2559
34570226,2.4018,3828.1250,9194.4512
34570264,2.3490,3828.1250,8992.3760
34570303,2.3754,3833.0078,9105.0117
34570342,2.2435,3833.0078,8599.1787
34570380,2.4282,3789.0625,9200.6377
34570419,2.4546,3818.3594,9372.5566
34570457,2.2962,3818.3594,8767.8750
34570496,2.1907,3862.3047,8461.0244
34570533,2.2962,3847.6563,8835.1484
34570572,2.4018,3842.7734,9229.6348
34570611,2.5602,3813.4766,9763.1758
34570649,2.4018,3818.3594,9170.9961
34570688,2.4810,3803.7109,9436.9941
34570726,2.6130,3754.8828,9811.3760
34570765,2.6921,3774.4141,10161.2710
34570804,2.6921,3779.2969,10174.4160
34570844,2.6130,3789.0625,9900.6865
34570883,2.5074,3803.7109,9537.3877
34570920,2.4810,3798.8281,9424.8799
34570959,2.3226,3823.2422,8879.9971
34570997,2.2435,3842.7734,8621.0869
34571036,2.3226,3842.7734,8925.3604
34571075,2.5602,3828.1250,9800.6787
34571113,2.3754,3842.7734,9128.2100
34571152,2.4546,3837.8906,9420.4980
34571190,2.5074,3813.4766,9561.8740
34571229,2.4018,3798.8281,9124.0859
34571267,2.4282,3803.7109,9236.2070
34571305,2.4546,3789.0625,9300.6436
34571344,2.5602,3793.9453,9713.1729
34571382,2.5602,3803.7109,9738.1748
34571421,2.5074,3823.2422,9586.3604
34571459,2.5338,3808.5938,9650.1523
34571498,2.5866,3798.8281,9825.9385
34571536,2.6130,3769.5313,9849.6514
34571575,2.8241,3759.7656,10618.0040
34571615,2.7449,3789.0625,10400.7210
34571654,2.7185,3798.8281,10327.2620
34571694,2.6658,3784.1797,10087.6840
34571732,2.6394,3837.8906,10129.5670
34571772,2.7185,3793.9453,10313.9870
34571812,2.4018,3823.2422,9182.7236
34571850,2.3754,3833.0078,9105.0117
34571889,2.2435,3818.3594,8566.3154
34571927,2.4546,3818.3594,9372.5566
34571966,2.6130,3789.0625,9900.6865
34572005,2.5602,3793.9453,9713.1729
34572043,2.5866,3808.5938,9851.1982
34572082,2.7449,3818.3594,10481.1390
34572121,2.7713,3779.2969,10473.6640
34572161,2.6658,3769.5313,10048.6350
34572199,2.6394,3769.5313,9949.1426
34572238,2.5602,3774.4141,9663.1689
34572277,2.5866,3828.1250,9901.7168
34572315,2.5866,3769.5313,9750.1602
34572354,2.4018,3808.5938,9147.5410
34572392,2.4018,3793.9453,9112.3584
34572431,2.5866,3764.6484,9737.5303
34572469,2.6658,3803.7109,10139.7490
34572509,2.7449,3793.9453,10414.1230
34572549,2.6394,3803.7109,10039.3550
34572588,2.4282,3789.0625,9200.6377
34572626,2.5338,3779.2969,9575.9209
34572664,2.5602,3774.4141,9663.1689
34572703,2.5074,3813.4766,9561.8740
34572742,2.5074,3818.3594,9574.1172
34572780,2.5866,3808.5938,9851.1982
34572819,2.6394,3798.8281,10026.4680
34572858,2.6394,3779.2969,9974.9180
34572897,2.5338,3769.5313,9551.1768
34572935,2.5338,3813.4766,9662.5244
34572974,2.7449,3808.5938,10454.3320
34573014,2.6658,3813.4766,10165.7810
34573052,2.5074,3891.6016,9757.7637
34573091,2.4282,3872.0703,9402.1982
34573129,2.6130,3803.7109,9938.9619
34573168,2.6394,3847.6563,10155.3430
34573208,2.5602,3823.2422,9788.1777
34573246,2.5074,3818.3594,9574.1172
34573285,2.6394,3798.8281,10026.4680
34573324,2.6921,3759.7656,10121.8360
34573364,2.5866,3808.5938,9851.1982
34573403,2.5866,3769.5313,9750.1602
34573441,2.7977,3769.5313,10546.0910
34573480,2.7713,3759.7656,10419.5360
34573519,2.6394,3798.8281,10026.4680
34573559,2.6130,3798.8281,9926.2031
34573597,2.5074,3798.8281,9525.1445
34573636,2.4546,3803.7109,9336.6006
34573675,2.3754,3774.4141,8965.8271
34573713,2.3490,3803.7109,8935.0264
34573752,2.4018,3828.1250,9194.4512
34573790,2.4282,3813.4766,9259.9199
34573829,2.5602,3808.5938,9750.6758
34573867,2.5338,3808.5938,9650.1523
34573905,2.6130,3798.8281,9926.2031
34573944,2.5602,3779.2969,9675.6699
34573982,2.5338,3789.0625,9600.6650
34574021,2.5602,3803.7109,9738.1748
34574059,2.5866,3784.1797,9788.0498
34574098,2.5338,3813.4766,9662.5244
34574137,2.5602,3793.9453,9713.1729
34574175,2.8241,3774.4141,10659.3720
34574215,2.6130,3769.5313,9849.6514
34574253,2.5338,3808.5938,9650.1523
34574291,2.5074,3813.4766,9561.8740
34574329,2.5602,3793.9453,9713.1729
34574368,2.4810,3808.5938,9449.1084
34574407,2.5074,3774.4141,9463.9287
34574445,2.6130,3793.9453,9913.4453
34574484,2.7449,3764.6484,10333.7050
34574523,2.7713,3833.0078,10622.5150
34574563,2.6130,3769.5313,9849.6514
34574602,2.5338,3784.1797,9588.2930
34574640,2.4810,3803.7109,9436.9941
34574679,2.5866,3789.0625,9800.6787
34574716,2.5866,3808.5938,9851.1982
34574755,2.5866,3798.8281,9825.9385
34574793,2.4282,3798.8281,9224.3506
34574832,2.4282,3789.0625,9200.6377
34574871,2.6130,3779.2969,9875.1689
34574909,2.5866,3798.8281,9825.9385
34574948,2.5338,3818.3594,9674.8965
34574986,2.5602,3818.3594,9775.6768
34575025,2.7449,3798.8281,10427.5260
34575064,2.5602,3774.4141,9663.1689
34575102,2.4810,3784.1797,9388.5371
34575141,2.5338,3818.3594,9674.8965
34575179,2.6394,3803.7109,10039.3550
34575219,2.6130,3793.9453,9913.4453
34575257,2.5074,3774.4141,9463.9287
34575296,2.5074,3779.2969,9476.1719
34575335,2.5866,3793.9453,9813.3086
34575373,2.6658,3789.0625,10100.7000
34575413,2.6130,3784.1797,9887.9277
34575451,2.5074,3789.0625,9500.6582
34575490,2.5338,3784.1797,9588.2930
34575527,2.6658,3779.2969,10074.6670
34575567,2.5602,3798.8281,9725.6738
34575606,2.4018,3818.3594,9170.9961
34575644,2.4546,3823.2422,9384.5420
34575683,2.4282,3793.9453,9212.4941
34575721,2.5866,3764.6484,9737.5303
34575760,2.5602,3793.9453,9713.1729
34575799,2.5602,3769.5313,9650.6680
34575837,2.7713,3779.2969,10473.6640
34575877,2.6658,3769.5313,10048.6350
34575916,2.4810,3779.2969,9376.4229
34575954,2.5338,3798.8281,9625.4082
34575992,2.5602,3803.7109,9738.1748
34576031,2.6921,3789.0625,10200.7070
34576071,2.5866,3784.1797,9788.0498
34576109,2.5338,3774.4141,9563.5488
34576148,2.5866,3793.9453,9813.3086
34576186,2.7185,3779.2969,10274.1650
34576226,2.6394,3798.8281,10026.4680
34576266,2.5602,3784.1797,9688.1709
34576304,2.4018,3779.2969,9077.1748
34576343,2.4546,3784.1797,9288.6582
34576380,2.5074,3793.9453,9512.9014
34576419,2.5338,3818.3594,9674.8965
34576457,2.6130,3784.1797,9887.9277
34576496,2.5074,3803.7109,9537.3877
34576535,2.6921,3779.2969,10174.4160
34576574,2.5338,3750.0000,9501.6885
34576613,2.4546,3842.7734,9432.4834
34576651,2.4018,3867.1875,9288.2725
34576690,2.4810,3818.3594,9473.3369
34576728,2.6658,3750.0000,9996.5693
34576766,2.7977,3725.5859,10423.1450
34576806,2.7185,3774.4141,10260.8910
34576845,2.5866,3803.7109,9838.5684
34576884,2.5338,3837.8906,9724.3848
34576922,2.6658,3759.7656,10022.6020
34576962,2.5602,3779.2969,9675.6699
34577001,2.4018,3764.6484,9041.9922
34577039,2.5602,3813.4766,9763.1758
34577078,2.5074,3818.3594,9574.1172
34577116,2.5602,3837.8906,9825.6807
34577155,2.3754,3818.3594,9070.2158
34577192,2.5338,3798.8281,9625.4082
34577231,2.5602,3784.1797,9688.1709
34577270,2.4018,3779.2969,9077.1748
34577308,2.5074,3818.3594,9574.1172
34577347,2.5338,3813.4766,9662.5244
34577385,2.6394,3784.1797,9987.8047
34577424,2.6130,3789.0625,9900.6865
34577463,2.6394,3818.3594,10078.0180
34577502,2.5602,3803.7109,9738.1748
34577541,2.4546,3823.2422,9384.5420
34577579,2.5338,3828.1250,9699.6406
34577617,2.2962,3828.1250,8790.2998
34577655,2.5338,3808.5938,9650.1523
34577694,2.5074,3789.0625,9500.6582
34577733,2.5602,3779.2969,9675.6699
34577771,2.5074,3789.0625,9500.6582
34577810,2.4810,3813.4766,9461.2227
34577848,2.5074,3823.2422,9586.3604
34577887,2.6394,3793.9453,10013.5800
34577926,2.4546,3793.9453,9312.6289
34577965,2.6130,3750.0000,9798.6172
34578003,2.5074,3779.2969,9476.1719
34578041,2.5602,3789.0625,9700.6719
34578080,2.6130,3803.7109,9938.9619
34578118,2.5602,3793.9453,9713.1729
34578157,2.7713,3784.1797,10487.1960
34578197,2.6921,3750.0000,10095.5450
34578236,2.5866,3798.8281,9825.9385
34578275,2.5338,3833.0078,9712.0127
34578313,2.5338,3833.0078,9712.0127
34578352,2.3490,3818.3594,8969.4365
34578390,2.5074,3793.9453,9512.9014
34578428,2.4282,3784.1797,9188.7813
34578467,2.4546,3803.7109,9336.6006
34578505,2.5866,3798.8281,9825.9385
34578544,2.6658,3798.8281,10126.7320
34578583,2.5074,3818.3594,9574.1172
34578622,2.5338,3764.6484,9538.8047
34578661,2.5338,3764.6484,9538.8047
34578699,2.5338,3730.4688,9452.2012
34578738,2.4282,3750.0000,9105.7861
34578776,2.3754,3872.0703,9197.8018
34578814,2.4810,3872.0703,9606.5938
34578852,2.4546,3852.5391,9456.4541
34578891,2.3754,3808.5938,9047.0186
34578930,2.4810,3779.2969,9376.4229
34578968,2.5074,3793.9453,9512.9014
34579007,2.7185,3715.8203,10101.6020
34579046,2.7185,3793.9453,10313.9870
34579086,2.6130,3789.0625,9900.6865
34579124,2.6394,3769.5313,9949.1426
34579163,2.5602,3750.0000,9600.6650
34579202,2.6394,3779.2969,9974.9180
34579239,2.5338,3818.3594,9674.8965
34579278,2.4018,3813.4766,9159.2686
34579316,2.4282,3818.3594,9271.7764
34579355,2.5338,3813.4766,9662.5244
34579394,2.4546,3793.9453,9312.6289
34579432,2.3226,3813.4766,8857.3145
34579471,2.4018,3813.4766,9159.2686
34579509,2.5074,3828.1250,9598.6035
34579548,2.6394,3793.9453,10013.5800
34579587,2.5338,3774.4141,9563.5488
34579625,2.6130,3759.7656,9824.1348
34579664,2.6658,3779.2969,10074.6670
34579703,2.6130,3784.1797,9887.9277
34579742,2.5866,3793.9453,9813.3086
34579780,2.6130,3784.1797,9887.9277
34579819,2.4810,3789.0625,9400.6514
34579857,2.4546,3789.0625,9300.6436
34579896,2.5338,3798.8281,9625.4082
34579935,2.4810,3808.5938,9449.1084
34579973,2.5338,3823.2422,9687.2686
34580012,2.5074,3808.5938,9549.6309
34580049,2.4282,3784.1797,9188.7813
34580088,2.3754,3793.9453,9012.2217
34580127,2.3226,3793.9453,8811.9512
34580165,2.3754,3803.7109,9035.4199
34580204,2.4810,3808.5938,9449.1084
34580242,2.6130,3808.5938,9951.7207
34580281,2.5338,3808.5938,9650.1523
34580319,2.5602,3774.4141,9663.1689
34580358,2.6130,3759.7656,9824.1348
34580397,2.7449,3750.0000,10293.4960
34580435,2.7185,3793.9453,10313.9870
34580475,2.6658,3779.2969,10074.6670
34580514,2.4282,3769.5313,9153.2119
34580553,2.5602,3779.2969,9675.6699
34580592,2.4810,3803.7109,9436.9941
34580630,2.3754,3813.4766,9058.6172
34580669,2.2698,3833.0078,8700.3447
34580707,2.3754,3808.5938,9047.0186
34580746,2.5074,3779.2969,9476.1719
34580784,2.5602,3769.5313,9650.6680
34580823,2.5338,3779.2969,9575.9209
34580861,2.4282,3789.0625,9200.6377
34580899,2.4018,3823.2422,9182.7236
34580938,2.4018,3837.8906,9217.9063
34580976,2.3490,3828.1250,8992.3760
34581015,2.4810,3803.7109,9436.9941
34581053,2.5074,3793.9453,9512.9014
34581092,2.5602,3769.5313,9650.6680
34581131,2.4546,3789.0625,9300.6436
34581169,2.4810,3793.9453,9412.7656
34581208,2.5074,3803.7109,9537.3877
34581245,2.6394,3798.8281,10026.4680
34581285,2.6130,3779.2969,9875.1689
34581324,2.5074,3774.4141,9463.9287
34581362,2.6130,3764.6484,9836.8936
34581401,2.5866,3798.8281,9825.9385
34581439,2.5602,3793.9453,9713.1729
34581478,2.5866,3808.5938,9851.1982
34581516,2.6130,3793.9453,9913.4453
34581555,2.6130,3779.2969,9875.1689
34581594,2.5602,3769.5313,9650.6680
34581632,2.5074,3779.2969,9476.1719
34581670,2.4546,3808.5938,9348.5859
34581708,2.5074,3842.7734,9635.3330
34581747,2.6130,3808.5938,9951.7207
34581785,2.6394,3779.2969,9974.9180
34581824,2.4282,3764.6484,9141.3555
34581863,2.4810,3793.9453,9412.7656
34581901,2.2962,3823.2422,8779.0879
34581940,2.3226,3837.8906,8914.0195
34581978,2.5074,3823.2422,9586.3604
34582017,2.3754,3808.5938,9047.0186
34582055,2.4810,3769.5313,9352.1943
34582093,2.4018,3803.7109,9135.8135
34582132,2.5338,3779.2969,9575.9209
34582170,2.5866,3774.4141,9762.7900
34582209,2.5866,3818.3594,9876.4580
