84,4072.2656,644.8900
1917690,0.1848,4091.7969,755.9802
1917726,0.2111,4086.9141,862.9464
1917763,0.1584,4072.2656,644.8900
1917799,0.1848,4077.1484,753.2739
1917836,0.1584,4082.0313,646.4365
1917873,0.2111,4116.2109,869.1324
1917908,0.1848,4077.1484,753.2739
1917945,0.1320,4086.9141,539.3415
1917981,0.1584,4067.3828,644.1168
1918018,0.3167,4072.2656,1289.7800
1918055,0.1320,4082.0313,538.6971
1918092,0.1848,4077.1484,753.2739
1918128,0.2375,4072.2656,967.3350
1918164,0.1848,4082.0313,754.1760
1918200,0.1584,4086.9141,647.2098
1918237,0.1584,4101.5625,649.5295
1918274,0.2111,4189.4531,884.5974
1918310,0.2903,4077.1484,1183.7161
1918348,0.3167,4077.1484,1291.3265
1918385,0.1320,4072.2656,537.4083
1918422,0.1584,4072.2656,644.8900
1918457,0.1584,4091.7969,647.9830
1918494,0.2111,4082.0313,861.9154
1918530,0.1320,4033.2031,532.2534
1918567,0.1848,4067.3828,751.4696
1918604,0.1848,4082.0313,754.1760
1918640,0.1848,4086.9141,755.0781
1918676,0.1848,4072.2656,752.3717
1918712,0.1320,4086.9141,539.3415
1918749,0.1320,4086.9141,539.3415
1918785,0.1848,4101.5625,757.7845
1918822,0.2111,4077.1484,860.8844
1918858,0.1584,4086.9141,647.2098
1918895,0.1848,4077.1484,753.2739
1918930,0.1848,4082.0313,754.1760
1918967,0.1320,4047.8516,534.1865
1919004,0.1320,4062.5000,536.1196
1919040,0.3167,4072.2656,1289.7800
1919078,0.1584,4072.2656,644.8900
1919114,0.1584,4086.9141,647.2098
1919151,0.1056,4091.7969,431.9887
1919186,0.2111,4082.0313,861.9154
1919223,0.2111,4082.0313,861.9154
1919259,0.2639,4086.9141,1078.6830
1919297,0.1584,4082.0313,646.4365
1919334,0.1584,4082.0313,646.4365
1919370,0.1320,4086.9141,539.3415
1919407,0.1584,4082.0313,646.4365
1919442,0.2111,3989.2578,842.3264
1919479,0.1848,4082.0313,754.1760
1919515,0.2375,4082.0313,969.6548
1919552,0.1848,4096.6797,756.8823
1919588,0.1584,4072.2656,644.8900
1919625,0.1848,4082.0313,754.1760
1919661,0.1584,4072.2656,644.8900
1919697,0.1584,4062.5000,643.3435
1919734,0.1320,4067.3828,536.7640
1919770,0.2111,4082.0313,861.9154
1919807,0.1320,4082.0313,538.6971
1919843,0.1848,4077.1484,753.2739
1919880,0.1584,4082.0313,646.4365
1919916,0.2111,4077.1484,860.8844
1919952,0.1320,4047.8516,534.1865
1919988,0.2111,4125.9766,871.1944
1920025,0.1848,4086.9141,755.0781
1920061,0.1320,4116.2109,543.2077
1920098,0.1584,4082.0313,646.4365
1920135,0.1584,4062.5000,643.3435
1920171,0.1848,4082.0313,754.1760
1920207,0.1584,4067.3828,644.1168
1920243,0.1584,4067.3828,644.1168
1920280,0.1848,4077.1484,753.2739
1920316,0.1848,4082.0313,754.1760
1920353,0.1848,4042.9688,746.9590
1920389,0.1320,4082.0313,538.6971
1920425,0.1584,4072.2656,644.8900
1920461,0.1848,4086.9141,755.0781
1920498,0.1848,4077.1484,753.2739
1920535,0.1848,4086.9141,755.0781
1920571,0.1584,4086.9141,647.2098
1920608,0.2111,4101.5625,866.0394
1920644,0.2903,4086.9141,1186.5513
1920681,0.1056,4062.5000,428.8957
1920717,0.1584,4072.2656,644.8900
1920754,0.1848,4082.0313,754.1760
1920790,0.0792,4086.9141,323.6049
1920827,0.1320,4077.1484,538.0527
1920863,0.2111,4077.1484,860.8844
1920900,0.1320,4086.9141,539.3415
1920936,0.1848,4028.3203,744.2526
1920972,0.3167,4077.1484,1291.3265
1921010,0.1320,4082.0313,538.6971
1921046,0.1584,4086.9141,647.2098
1921083,0.1584,4077.1484,645.6633
1921119,0.1320,4086.9141,539.3415
1921156,0.1584,4072.2656,644.8900
1921191,0.1848,4096.6797,756.8823
1921228,0.1848,4082.0313,754.1760
1921265,0.1848,4077.1484,753.2739
1921301,0.1584,4096.6797,648.7563
1921338,0.1320,4082.0313,538.6971
1921374,0.1584,4082.0313,646.4365
1921411,0.1584,4072.2656,644.8900
1921446,0.1848,4077.1484,753.2739
1921483,0.1584,4086.9141,647.2098
1921519,0.2903,4082.0313,1185.1337
1921557,0.1320,4091.7969,539.9858
1921593,0.1584,4067.3828,644.1168
1921630,0.2375,4077.1484,968.4949
1921667,0.2375,4086.9141,970.8147
1921702,0.1584,4047.8516,641.0237
1921739,0.2639,4072.2656,1074.8167
1921776,0.1848,4091.7969,755.9802
1921813,0.3167,4082.0313,1292.8730
1921850,0.1848,4077.1484,753.2739
1921887,0.2111,4077.1484,860.8844
1921923,0.1848,4062.5000,750.5675
1921959,0.2639,4091.7969,1079.9717
1921997,0.1320,4116.2109,543.2077
1922033,0.1584,4086.9141,647.2098
1922070,0.1848,4077.1484,753.2739
1922106,0.2111,4082.0313,861.9154
1922143,0.1320,4086.9141,539.3415
1922179,0.1848,4082.0313,754.1760
1922215,0.1584,4057.6172,642.5703
1922251,0.1584,4077.1484,645.6633
1922288,0.1848,4077.1484,753.2739
1922324,0.2111,4086.9141,862.9464
1922361,0.2375,4091.7969,971.9745
1922398,0.2111,4091.7969,863.9774
1922434,0.1056,4082.0313,430.9577
1922470,0.1848,4072.2656,752.3717
1922506,0.2111,4086.9141,862.9464
1922543,0.1320,4082.0313,538.6971
1922579,0.3431,4077.1484,1398.9371
1922617,0.1848,4106.4453,758.6866
1922653,0.1584,4086.9141,647.2098
1922690,0.2375,4082.0313,969.6548
1922725,0.1848,4077.1484,753.2739
1922762,0.2903,4077.1484,1183.7161
1922800,0.1848,4179.6875,772.2184
1922836,0.2903,4082.0313,1185.1337
1922874,0.1320,4082.0313,538.6971
1922910,0.1584,4077.1484,645.6633
1922947,0.3167,4086.9141,1294.4196
1922983,0.1848,4077.1484,753.2739
1923020,0.2375,4062.5000,965.0153
1923056,0.2111,4082.0313,861.9154
1923093,0.1848,4082.0313,754.1760
1923130,0.1320,4086.9141,539.3415
1923166,0.1848,4077.1484,753.2739
1923203,0.1584,4072.2656,644.8900
1923238,0.1848,4033.2031,745.1547
1923275,0.2903,4072.2656,1182.2985
1923312,0.1584,4086.9141,647.2098
1923349,0.1848,4057.6172,749.6653
1923385,0.1848,4086.9141,755.0781
1923422,0.1584,4067.3828,644.1168
1923458,0.2111,4086.9141,862.9464
1923494,0.1584,4082.0313,646.4365
1923531,0.2111,4082.0313,861.9154
1923567,1.5836,3833.0078,6070.0078
1923605,1.6100,3759.7656,6053.2544
1923642,1.3989,3847.6563,5382.3315
1923680,1.3461,3925.7813,5284.3867
1923717,1.2669,3920.8984,4967.3540
1923755,1.1349,3847.6563,4366.7974
1923791,1.2669,3808.5938,4825.0762
1923829,1.1877,3930.6641,4668.4937
1923867,1.1349,3964.8438,4499.7959
1923904,1.0821,3867.1875,4184.8262
1923942,1.0821,3862.3047,4179.5425
1923979,1.1085,3930.6641,4357.2607
1924017,1.1613,3984.3750,4627.1250
1924054,1.1085,3916.0156,4341.0225
1924091,1.0557,3862.3047,4077.6021
1924129,1.1613,3916.0156,4547.7378
1924166,1.1085,3940.4297,4368.0859
1924204,1.2405,3925.7813,4869.9248
1924241,1.2669,3808.5938,4825.0762
1924279,1.2141,3798.8281,4612.1753
1924316,1.3461,3901.3672,5251.5239
1924354,1.3461,3940.4297,5304.1045
1924390,1.3197,3867.1875,5103.4463
1924428,1.5308,3769.5313,5770.5029
1924466,1.5308,3837.8906,5875.1494
1924503,1.3725,3906.2500,5361.1963
1924541,1.4253,3896.4844,5553.4775
1924578,1.4516,3793.9453,5507.4692
1924616,1.3989,3779.2969,5286.7061
1924653,1.4253,3872.0703,5518.6812
1924690,1.5308,3881.8359,5942.4224
1924728,1.5044,3862.3047,5810.5830
1924765,1.6364,3798.8281,6216.4102
1924803,1.5044,3813.4766,5737.1240
1924840,1.5044,3867.1875,5817.9287
1924878,1.5308,3911.1328,5987.2705
1924915,1.7156,3793.9453,6508.8271
1924953,1.7420,3740.2344,6515.3999
1924989,1.7156,3764.6484,6458.5659
1925027,1.7684,3833.0078,6778.1758
1925065,1.7684,3857.4219,6821.3486
1925102,1.8212,3774.4141,6873.8008
1925140,1.7948,3720.7031,6677.7822
1925177,1.7948,3759.7656,6747.8901
1925215,1.7684,3852.5391,6812.7144
1925252,1.9003,3813.4766,7246.8936
1925289,1.7420,3681.6406,6413.3311
1925327,1.7156,3715.8203,6374.7974
1925364,1.8739,3784.1797,7091.3418
1925402,1.9003,3852.5391,7321.1255
1925439,1.8739,3813.4766,7146.2427
1925477,1.7684,3750.0000,6631.3872
1925514,1.8739,3696.2891,6926.6396
1925552,1.8739,3789.0625,7100.4922
1925588,1.8739,3852.5391,7219.4434
1925626,1.7948,3808.5938,6835.5254
1925664,1.9795,3720.7031,7365.2007
1925701,1.9795,3681.6406,7287.8760
1925739,1.9003,3740.2344,7107.7090
1925776,1.9003,3808.5938,7237.6147
1925814,1.9531,3808.5938,7438.6597
1925851,1.8476,3745.1172,6919.2935
1925889,1.8212,3710.9375,6758.2002
1925926,1.9795,3818.3594,7558.5132
1925963,1.8212,3823.2422,6962.7246
1926001,1.6892,3823.2422,6458.1792
1926038,1.7420,3735.3516,6506.8940
1926076,1.6892,3740.2344,6317.9634
1926113,1.7684,3779.2969,6683.1948
1926151,1.8212,3833.0078,6980.5093
1926188,1.8476,3671.8750,6783.9751
1926225,1.9003,3750.0000,7126.2666
1926263,1.9795,3706.0547,7336.2041
1926300,1.8739,3784.1797,7091.3418
1926338,1.9795,3833.0078,7587.5098
1926375,1.9795,3789.0625,7500.5195
1926413,1.8212,3720.7031,6775.9849
1926450,1.8739,3725.5859,6981.5405
1926488,1.9003,3784.1797,7191.2197
1926525,1.9003,3833.0078,7284.0098
1926562,1.9531,3784.1797,7390.9761
1926600,2.0323,3706.0547,7531.8359
1926637,1.9267,3652.3438,7037.0854
1926675,2.0587,3740.2344,7700.0181
1926712,1.9531,3808.5938,7438.6597
1926750,1.9531,3769.5313,7362.3657
1926787,1.9531,3715.8203,7257.4614
1926824,1.9003,3701.1719,7033.4771
1926862,2.0059,3769.5313,7561.3481
1926899,1.8476,3828.1250,7072.6548
1926937,1.9531,3769.5313,7362.3657
1926974,1.8476,3632.8125,6711.8052
1927012,1.8739,3730.4688,6990.6904
1927049,2.0059,3774.4141,7571.1426
1927087,1.9795,3793.9453,7510.1851
1927124,2.2171,3745.1172,8303.1523
1927161,2.0851,3671.8750,7656.2012
1927199,2.0323,3686.5234,7492.1426
1927236,1.9795,3754.8828,7432.8604
1927274,2.0059,3813.4766,7649.4985
1927311,2.1379,3740.2344,7996.1724
1927349,2.0851,3676.7578,7666.3818
1927386,2.1379,3691.4063,7891.7837
1927424,2.1643,3754.8828,8126.5942
1927461,2.1379,3769.5313,8058.8057
1927498,2.0323,3710.9375,7541.7593
1927536,1.9267,3671.8750,7074.7173
1927573,1.9795,3750.0000,7423.1943
1927611,2.2171,3784.1797,8389.7568
1927648,2.1379,3750.0000,8017.0503
1927686,2.0851,3701.1719,7717.2876
1927724,2.1643,3618.1641,7830.6973
1927760,2.0851,3764.6484,7849.6421
1927798,2.0851,3740.2344,7798.7368
1927835,2.0587,3764.6484,7750.2793
1927873,2.1115,3676.7578,7763.4243
1927910,2.1643,3676.7578,7957.5103
1927948,2.1643,3754.8828,8126.5942
1927985,2.2698,3769.5313,8556.2627
1928023,1.9531,3715.8203,7257.4614
1928060,2.0059,3701.1719,7424.2251
1928097,2.0323,3745.1172,7611.2231
1928135,2.0323,3784.1797,7690.6099
1928172,2.1907,3740.2344,8193.6084
1928210,2.1115,3676.7578,7763.4243
1928247,2.1379,3696.2891,7902.2227
1928285,2.1907,3774.4141,8268.4854
1928323,2.1643,3774.4141,8168.8652
1928359,2.1379,3725.5859,7964.8560
1928397,2.2435,3637.6953,8161.0039
1928434,2.0851,3691.4063,7696.9253
1928472,2.1643,3769.5313,8158.2974
1928509,1.9267,3784.1797,7291.0981
1928547,1.9267,3720.7031,7168.7959
1928584,1.9795,3676.7578,7278.2104
1928622,2.1379,3706.0547,7923.1006
1928659,2.2962,3769.5313,8655.7539
1928696,2.1643,3706.0547,8020.9170
1928734,2.2698,3662.1094,8312.4316
1928771,2.2962,3647.4609,8375.4512
1928809,2.3226,3745.1172,8698.5410
1928846,2.3754,3740.2344,8884.6357
1928884,2.4546,3686.5234,9048.9512
1928922,2.2171,3647.4609,8086.6426
1928958,2.1907,3701.1719,8108.0356
1928996,2.0851,3745.1172,7808.9175
1929033,2.1379,3740.2344,7996.1724
1929071,2.1115,3701.1719,7814.9741
1929108,2.0851,3642.5781,7595.1143
1929146,2.1907,3754.8828,8225.6982
1929183,2.0851,3764.6484,7849.6421
1929221,2.1907,3725.5859,8161.5186
1929259,2.2962,3627.9297,8330.6025
1929295,2.1907,3837.8906,8407.5410
1929333,2.1379,3720.7031,7954.4170
1929370,2.1379,3750.0000,8017.0503
1929408,2.1643,3691.4063,7989.2134
1929445,2.1379,3642.5781,7787.3950
1929483,2.0587,3725.5859,7669.8613
1929521,2.0851,3793.9453,7910.7290
1929558,2.1643,3740.2344,8094.8911
1929595,2.2962,3632.8125,8341.8145
1929632,2.3226,3662.1094,8505.7441
1929670,2.1115,3759.7656,7938.6943
1929707,2.2698,3715.8203,8434.3467
1929745,2.1907,3715.8203,8140.1255
1929782,2.4018,3637.6953,8737.0742
1929820,2.3490,3686.5234,8659.7500
1929858,2.4018,3710.9375,8912.9883
1929894,2.2962,3715.8203,8532.4209
1929932,2.2698,3662.1094,8312.4316
1929969,2.0851,3676.7578,7666.3818
1930007,2.1643,3759.7656,8137.1621
1930044,2.2171,3759.7656,8335.6289
1930082,2.2171,3681.6406,8162.4209
1930120,2.2435,3603.5156,8084.3232
1930157,2.1379,3696.2891,7902.2227
1930194,2.1115,3789.0625,8000.5542
1930231,2.0587,3754.8828,7730.1748
1930269,2.1643,3666.9922,7936.3750
1930306,2.2962,3647.4609,8375.4512
1930344,2.2962,3632.8125,8341.8145
1930381,2.2698,3774.4141,8567.3457
1930419,2.0851,3715.8203,7747.8311
1930457,2.0587,3701.1719,7619.6001
1930493,2.1115,3691.4063,7794.3540
1930531,2.2698,3735.3516,8478.6797
1930568,2.4282,3642.5781,8844.9434
1930606,2.3490,3647.4609,8567.9912
1930643,2.2698,3608.3984,8190.5156
1930681,2.3226,3730.4688,8664.5176
1930719,2.2171,3764.6484,8346.4541
1930756,2.2171,3715.8203,8238.1992
1930793,2.2962,3637.6953,8353.0273
1930830,2.2171,3676.7578,8151.5957
1930868,2.2698,3774.4141,8567.3457
1930905,2.0587,3759.7656,7740.2271
1930943,2.0587,3647.4609,7509.0254
1930980,2.1379,3657.2266,7818.7119
1931018,2.2698,3750.0000,8511.9297
1931056,2.3490,3740.2344,8785.9180
1931092,2.2962,3681.6406,8453.9365
1931130,2.1379,3662.1094,7829.1509
1931167,2.0851,3745.1172,7808.9175
1931205,2.2171,3710.9375,8227.3740
1931242,2.4018,3676.7578,8830.8955
1931280,2.4018,3588.8672,8619.7979
1931318,2.3490,3627.9297,8522.1113
1931355,2.3226,3725.5859,8653.1768
1931393,2.1643,3847.6563,8327.3818
1931429,2.3226,3657.2266,8494.4033
1931467,2.2435,3627.9297,8139.0952
1931504,2.2171,3715.8203,8238.1992
1931542,2.1907,3754.8828,8225.6982
1931579,2.2171,3701.1719,8205.7227
1931617,2.1379,3666.9922,7839.5894
1931655,2.0851,3686.5234,7686.7441
1931692,2.1643,3759.7656,8137.1621
1931729,2.2171,3730.4688,8270.6758
1931766,2.2962,3681.6406,8453.9365
1931804,2.2962,3623.0469,8319.3906
1931841,2.2698,3710.9375,8423.2637
1931879,2.2171,3725.5859,8259.8506
1931917,2.2962,3662.1094,8409.0879
1931954,2.2171,3618.1641,8021.6899
1931992,2.4282,3652.3438,8868.6563
1932028,2.3490,3696.2891,8682.6895
1932066,2.2171,3725.5859,8259.8506
1932103,2.1379,3657.2266,7818.7119
1932141,2.2171,3647.4609,8086.6426
1932178,2.2435,3706.0547,8314.3652
1932216,2.3754,3720.7031,8838.2412
1932254,2.4018,3588.8672,8619.7979
1932291,2.3490,3583.9844,8418.8828
1932328,2.2435,3701.1719,8303.4102
1932365,2.2435,3759.7656,8434.8633
1932403,2.2171,3676.7578,8151.5957
1932440,2.3490,3750.0000,8808.8584
1932478,2.3490,3554.6875,8350.0635
1932516,2.4018,3725.5859,8948.1719
1932553,2.2435,3754.8828,8423.9082
1932591,2.2171,3681.6406,8162.4209
1932627,2.1115,3632.8125,7670.6343
1932665,2.2698,3750.0000,8511.9297
1932702,2.2698,3691.4063,8378.9307
1932740,2.1907,3691.4063,8086.6426
1932777,2.1379,3642.5781,7787.3950
1932815,1.9795,3730.4688,7384.5322
1932853,2.1115,3754.8828,7928.3843
1932890,2.3490,3715.8203,8728.5693
1932928,2.5074,3613.2813,9059.9063
1932964,2.5074,3583.9844,8986.4473
1933002,2.4810,3691.4063,9158.3662
1933039,2.3490,3662.1094,8602.4004
1933077,2.3490,3657.2266,8590.9307
1933115,2.2435,3598.6328,8073.3687
1933152,2.2171,3686.5234,8173.2466
1933190,2.2962,3759.7656,8633.3301
1933227,2.2435,3696.2891,8292.4561
1933264,2.0323,3657.2266,7432.6025
1933301,2.1379,3730.4688,7975.2949
1933339,2.1643,3779.2969,8179.4331
1933376,2.1907,3701.1719,8108.0356
1933414,2.2698,3618.1641,8212.6816
1933452,2.2435,3657.2266,8204.8213
1933489,2.2171,3803.7109,8433.0586
1933527,2.1643,3808.5938,8242.8398
1933563,2.3754,3632.8125,8629.4639
1933601,2.2962,3618.1641,8308.1787
1933638,2.5602,3676.7578,9413.1523
1933676,2.3490,3696.2891,8682.6895
1933714,2.3226,3623.0469,8415.0156
1933751,2.4018,3623.0469,8701.8916
1933789,2.2698,3701.1719,8401.0967
1933826,2.1907,3745.1172,8204.3057
1933863,2.1643,3662.1094,7925.8071
1933900,2.2962,3637.6953,8353.0273
1933938,2.3490,3657.2266,8590.9307
1933975,2.2435,3745.1172,8402.0000
1934013,2.3490,3715.8203,8728.5693
1934051,2.1643,3637.6953,7872.9683
1934088,2.2435,3662.1094,8215.7754
1934126,2.1643,3720.7031,8052.6201
1934162,2.2962,3676.7578,8442.7236
1934200,2.4018,3618.1641,8690.1641
1934237,2.2171,3632.8125,8054.1660
1934275,2.1643,3725.5859,8063.1880
1934313,2.3490,3725.5859,8751.5088
1934350,2.3754,3710.9375,8815.0439
1934388,2.3754,3613.2813,8583.0684
1934425,2.4810,3642.5781,9037.2236
1934462,2.4546,3730.4688,9156.8193
1934499,2.4546,3696.2891,9072.9219
1934537,2.3490,3681.6406,8648.2803
1934574,2.4282,3666.9922,8904.2256
1934612,2.3754,3740.2344,8884.6357
1934650,2.3754,3696.2891,8780.2471
1934687,2.3490,3657.2266,8590.9307
1934725,2.2962,3627.9297,8330.6025
1934761,2.1643,3588.8672,7767.2910
1934799,2.0323,3798.8281,7720.3799
1934836,2.2962,3696.2891,8487.5723
1934874,2.2171,3618.1641,8021.6899
1934912,2.3490,3647.4609,8567.9912
1934949,2.2698,3710.9375,8423.2637
1934987,2.4018,3701.1719,8889.5332
1935024,2.3754,3608.3984,8571.4697
1935062,2.2962,3598.6328,8263.3301
1935098,2.3226,3691.4063,8573.7900
1935136,2.3490,3706.0547,8705.6289
1935173,2.4810,3642.5781,9037.2236
1935211,2.4546,3579.1016,8785.2734
1935249,2.4810,3613.2813,8964.5381
1935286,2.4546,3710.9375,9108.8779
1935324,2.3754,3637.6953,8641.0625
1935361,2.2962,3632.8125,8341.8145
1935398,2.2171,3657.2266,8108.2935
1935435,2.3226,3701.1719,8596.4717
1935473,2.3754,3706.0547,8803.4443
1935511,2.3490,3652.3438,8579.4609
1935548,2.2435,3652.3438,8193.8672
1935586,2.1907,3666.9922,8033.1592
1935623,2.0323,3745.1172,7611.2231
1935661,2.1115,3657.2266,7722.1841
1935697,2.1907,3647.4609,7990.3730
1935735,2.1643,3715.8203,8042.0522
1935772,2.3754,3710.9375,8815.0439
1935810,2.3226,3706.0547,8607.8125
1935848,2.3490,3637.6953,8545.0508
1935885,2.3226,3720.7031,8641.8359
1935923,2.3490,3696.2891,8682.6895
1935960,2.4546,3637.6953,8929.0977
1935997,2.4546,3593.7500,8821.2295
1936034,2.4018,3696.2891,8877.8057
1936072,2.4282,3706.0547,8999.0771
1936110,2.2435,3676.7578,8248.6387
1936147,2.2435,3647.4609,8182.9126
1936185,2.3490,3725.5859,8751.5088
1936222,2.3490,3730.4688,8762.9785
1936260,2.2698,3676.7578,8345.6807
1936296,2.2698,3652.3438,8290.2646
1936334,2.1379,3725.5859,7964.8560
1936371,2.1379,3745.1172,8006.6113
1936409,2.2435,3706.0547,8314.3652
1936447,2.3754,3632.8125,8629.4639
1936484,2.3754,3554.6875,8443.8838
1936522,2.4546,3691.4063,9060.9365
1936559,2.3226,3701.1719,8596.4717
1936596,2.2435,3637.6953,8161.0039
1936633,2.2698,3701.1719,8401.0967
1936671,2.4546,3735.3516,9168.8047
1936709,2.3226,3681.6406,8551.1084
1936746,2.3490,3608.3984,8476.2324
1936784,2.2698,3657.2266,8301.3477
1936821,2.2171,3725.5859,8259.8506
1936859,2.2962,3735.3516,8577.2695
1936896,2.1907,3662.1094,8022.4629
1936933,2.3490,3603.5156,8464.7617
1936970,2.2698,3710.9375,8423.2637
1937008,2.2962,3710.9375,8521.2090
1937046,2.3490,3647.4609,8567.9912
1937083,2.1907,3662.1094,8022.4629
1937121,2.2435,3740.2344,8391.0459
1937158,2.4282,3701.1719,8987.2207
1937196,2.3754,3642.5781,8652.6611
1937232,2.3226,3583.9844,8324.2881
1937270,2.3490,3715.8203,8728.5693
1937308,2.3754,3735.3516,8873.0371
1937345,2.2962,3720.7031,8543.6328
1937383,2.2171,3627.9297,8043.3408
1937420,2.5338,3686.5234,9340.8525
1937458,2.4018,3750.0000,9006.8096
1937495,2.1907,3632.8125,7958.2832
1937532,2.2171,3530.2734,7826.8311
1937569,2.1643,3671.8750,7946.9429
1937607,2.2171,3754.8828,8324.8037
1937645,2.3226,3696.2891,8585.1309
1937682,2.3226,3642.5781,8460.3799
1937720,2.2962,3627.9297,8330.6025
1937757,2.3754,3706.0547,8803.4443
1937795,2.2698,3696.2891,8390.0137
1937831,2.3226,3637.6953,8449.0391
1937869,2.2962,3686.5234,8465.1484
1937907,2.3490,3720.7031,8740.0391
1937944,2.3754,3676.7578,8733.8525
1937982,2.2698,3637.6953,8257.0146
1938019,2.2962,3632.8125,8341.8145
1938057,2.1115,3764.6484,7949.0039
1938094,2.2435,3696.2891,8292.4561
1938131,2.2171,3652.3438,8097.4683
1938168,2.2698,3681.6406,8356.7637
1938206,2.2698,3740.2344,8489.7627
1938244,2.4282,3706.0547,8999.0771
1938281,2.1907,3706.0547,8118.7324
1938319,2.2435,3657.2266,8204.8213
1938356,2.3490,3740.2344,8785.9180
1938394,2.2962,3676.7578,8442.7236
1938430,2.2698,3657.2266,8301.3477
1938468,2.2962,3613.2813,8296.9668
1938506,2.2171,3735.3516,8281.5020
1938543,2.1379,3808.5938,8142.3169
1938581,2.1907,3496.0938,7658.7778
1938618,2.2435,3657.2266,8204.8213
1938656,2.3490,3701.1719,8694.1592
1938693,2.2962,3701.1719,8498.7842
1938731,2.1379,3657.2266,7818.7119
1938767,2.2171,3715.8203,8238.1992
1938805,2.1907,3754.8828,8225.6982
1938843,2.2435,3710.9375,8325.3193
1938880,2.4282,3637.6953,8833.0869
1938918,2.3490,3598.6328,8453.2920
1938955,2.3754,3706.0547,8803.4443
1938993,2.2698,3706.0547,8412.1807
1939030,2.1115,3666.9922,7742.8042
1939067,2.2171,3618.1641,8021.6899
1939105,2.2435,3730.4688,8369.1367
1939142,2.4546,3720.7031,9132.8486
1939180,2.2962,3632.8125,8341.8145
1939217,2.2962,3593.7500,8252.1182
1939255,2.2171,3730.4688,8270.6758
1939292,2.2962,3735.3516,8577.2695
