062.50003431,4067.3828,1395.5864
344029001,1.7420,3862.3047,6728.0435
344029040,1.7420,3857.4219,6719.5376
344029080,1.5572,3872.0703,6029.6704
344029119,1.6364,3925.7813,6424.1563
344029159,1.5836,3881.8359,6147.3330
344029199,1.8212,3886.7188,7078.3252
344029238,1.8212,3823.2422,6962.7246
344029278,1.7948,3867.1875,6940.6870
344029317,1.5572,3857.4219,6006.8594
344029357,1.4253,3911.1328,5574.3555
344029396,1.4516,3891.6016,5649.2314
344029435,1.5836,3872.0703,6131.8682
344029475,1.7156,3867.1875,6634.4800
344029514,1.8212,3842.7734,6998.2939
344029554,1.6892,3876.9531,6548.9072
344029594,1.6100,3872.0703,6234.0659
344029633,1.5572,3886.7188,6052.4810
344029673,1.7420,3833.0078,6677.0093
344029712,1.8739,3823.2422,7164.5430
344029752,1.8739,3828.1250,7173.6929
344029792,1.8212,3857.4219,7024.9712
344029831,1.5836,3852.5391,6100.9380
344029871,1.5308,3886.7188,5949.8970
344029910,1.6892,3886.7188,6565.4033
344029949,1.7948,3828.1250,6870.5791
344029989,1.8476,3857.4219,7126.7822
344030028,1.7420,3837.8906,6685.5146
344030068,1.6364,3886.7188,6360.2344
344030107,1.6892,3857.4219,6515.9155
344030147,1.6628,3891.6016,6470.9380
344030187,1.8212,3862.3047,7033.8638
344030226,1.8476,3857.4219,7126.7822
344030266,1.7156,3876.9531,6651.2339
344030305,1.5308,3896.4844,5964.8467
344030345,1.4516,3833.0078,5564.1738
344030384,1.5308,3881.8359,5942.4224
344030424,1.7156,3886.7188,6667.9878
344030464,1.5572,3852.5391,5999.2559
344030502,1.4516,3911.1328,5677.5840
344030542,1.2405,3906.2500,4845.6963
344030581,1.3461,3925.7813,5284.3867
344030621,1.6628,3867.1875,6430.3428
344030661,1.9267,3842.7734,7403.9927
344030700,2.0323,3823.2422,7769.9971
344030740,1.8476,3857.4219,7126.7822
344030779,1.4253,3901.3672,5560.4370
344030819,1.5836,3901.3672,6178.2627
344030859,1.5572,3896.4844,6067.6885
344030898,1.8212,3847.6563,7007.1865
344030938,1.9795,3828.1250,7577.8442
344030977,1.9795,3833.0078,7587.5098
344031016,1.7948,3867.1875,6940.6870
344031056,1.6364,3852.5391,6304.3027
344031095,1.6628,3896.4844,6479.0571
344031135,1.8476,3837.8906,7090.6973
344031174,1.9531,3828.1250,7476.8066
344031214,2.1379,3808.5938,8142.3169
344031254,2.2171,3784.1797,8389.7568
344031293,2.2962,3793.9453,8711.8145
344031333,2.2698,3759.7656,8534.0957
344031372,2.2435,3798.8281,8522.4980
344031412,2.2171,3764.6484,8346.4541
344031452,2.1115,3798.8281,8021.1738
344031491,2.1379,3803.7109,8131.8779
344031531,1.9531,3857.4219,7534.0273
344031569,1.9267,3823.2422,7366.3608
344031609,1.9267,3837.8906,7394.5845
344031648,2.1115,3784.1797,7990.2441
344031688,2.2435,3793.9453,8511.5439
344031728,2.2698,3798.8281,8622.7617
344031767,2.2435,3774.4141,8467.7256
344031807,2.2962,3808.5938,8745.4512
344031846,2.1379,3793.9453,8111.0000
344031886,2.2171,3798.8281,8422.2334
344031926,2.3226,3769.5313,8755.2461
344031965,2.1907,3808.5938,8343.3613
344032005,2.2171,3759.7656,8335.6289
344032044,2.2962,3798.8281,8723.0273
344032083,2.2962,3769.5313,8655.7539
344032123,2.2435,3808.5938,8544.4063
344032162,2.2962,3774.4141,8666.9658
344032202,2.2698,3793.9453,8611.6787
344032241,2.3490,3793.9453,8912.0869
344032281,2.1907,3793.9453,8311.2715
344032321,2.2171,3793.9453,8411.4072
344032360,2.1379,3813.4766,8152.7554
344032400,2.1643,3813.4766,8253.4072
344032439,2.1115,3789.0625,8000.5542
344032479,2.2698,3813.4766,8656.0117
344032519,2.2698,3764.6484,8545.1797
344032558,2.4018,3784.1797,9088.9033
344032598,2.4018,3750.0000,9006.8096
344032636,2.3490,3779.2969,8877.6777
344032676,2.4018,3745.1172,8995.0820
344032716,2.4282,3623.0469,8797.5166
344032755,2.3754,3764.6484,8942.6299
344032795,2.2698,3789.0625,8600.5957
344032834,2.2435,3745.1172,8402.0000
344032874,2.1907,3759.7656,8236.3955
344032913,2.2171,3769.5313,8357.2803
344032953,2.2698,3798.8281,8622.7617
344032993,2.1907,3759.7656,8236.3955
344033032,2.2435,3784.1797,8489.6348
344033072,2.3490,3754.8828,8820.3281
344033111,2.2435,3803.7109,8533.4521
344033150,2.2435,3759.7656,8434.8633
344033190,2.3226,3789.0625,8800.6094
344033229,2.2698,3754.8828,8523.0127
344033269,2.3226,3779.2969,8777.9277
344033308,2.2171,3754.8828,8324.8037
344033348,2.2171,3793.9453,8411.4072
344033388,2.2435,3769.5313,8456.7715
344033427,2.3754,3793.9453,9012.2217
344033467,2.3490,3750.0000,8808.8584
344033506,2.4018,3750.0000,9006.8096
344033546,2.3754,3745.1172,8896.2344
344033586,2.4018,3789.0625,9100.6309
344033625,2.2698,3720.7031,8445.4297
344033665,2.2962,3789.0625,8700.6025
344033703,2.2698,3754.8828,8523.0127
344033743,2.4018,3789.0625,9100.6309
344033783,2.2962,3764.6484,8644.5420
344033822,2.1907,3798.8281,8321.9678
344033862,2.1643,3750.0000,8116.0264
344033901,2.4018,3818.3594,9170.9961
344033941,2.3754,3750.0000,8907.8330
344033981,2.4546,3740.2344,9180.7900
344034020,2.4018,3750.0000,9006.8096
344034060,2.2698,3798.8281,8622.7617
344034099,2.2962,3764.6484,8644.5420
344034139,2.3490,3789.0625,8900.6172
344034178,2.3490,3754.8828,8820.3281
344034217,2.5074,3789.0625,9500.6582
344034257,2.2698,3754.8828,8523.0127
344034296,2.2698,3803.7109,8633.8447
344034336,2.3754,3759.7656,8931.0313
344034375,2.4546,3725.5859,9144.8340
344034415,2.4810,3745.1172,9291.6230
344034455,2.4018,3779.2969,9077.1748
344034494,2.3226,3750.0000,8709.8818
344034534,2.2698,3789.0625,8600.5957
344034573,2.2962,3745.1172,8599.6934
344034613,2.3490,3769.5313,8854.7373
344034653,2.5074,3676.7578,9219.0664
344034692,2.4546,3891.6016,9552.3369
344034732,2.4018,3735.3516,8971.6270
344034770,2.2962,3750.0000,8610.9053
344034810,2.2698,3745.1172,8500.8467
344034850,2.4810,3789.0625,9400.6514
344034889,2.3754,3745.1172,8896.2344
344034929,2.4282,3759.7656,9129.4990
344034968,2.4282,3750.0000,9105.7861
344035008,2.3226,3793.9453,8811.9512
344035048,2.1643,3754.8828,8126.5942
344035087,2.2698,3793.9453,8611.6787
344035127,2.2435,3745.1172,8402.0000
344035166,2.3754,3789.0625,9000.6230
344035206,2.2698,3745.1172,8500.8467
344035246,2.2698,3793.9453,8611.6787
344035284,2.2698,3759.7656,8534.0957
344035324,2.2962,3784.1797,8689.3906
344035363,2.4282,3745.1172,9093.9297
344035403,2.3754,3706.0547,8803.4443
344035442,2.3754,3784.1797,8989.0244
344035482,2.2962,3784.1797,8689.3906
344035522,2.3490,3764.6484,8843.2676
344035561,2.3226,3774.4141,8766.5869
344035601,2.4546,3740.2344,9180.7900
344035640,2.4018,3774.4141,9065.4473
344035680,2.3226,3769.5313,8755.2461
344035720,2.2698,3784.1797,8589.5117
344035759,2.3490,3764.6484,8843.2676
344035799,2.2698,3764.6484,8545.1797
344035837,2.4018,3754.8828,9018.5371
344035877,2.4282,3779.2969,9176.9248
344035917,2.4282,3754.8828,9117.6426
344035956,2.2435,3769.5313,8456.7715
344035996,2.2698,3769.5313,8556.2627
344036035,2.3490,3764.6484,8843.2676
344036075,2.4018,3754.8828,9018.5371
344036115,2.4546,3774.4141,9264.6875
344036154,2.3490,3706.0547,8705.6289
344036194,2.2698,3784.1797,8589.5117
344036233,2.2962,3774.4141,8666.9658
344036273,2.3754,3779.2969,8977.4258
344036313,2.4546,3730.4688,9156.8193
344036352,2.4282,3759.7656,9129.4990
344036391,2.5074,3725.5859,9341.4980
344036430,2.3490,3735.3516,8774.4482
344036470,2.2962,3740.2344,8588.4814
344036510,2.2171,3740.2344,8292.3271
344036549,2.3490,3730.4688,8762.9785
344036589,2.4282,3759.7656,9129.4990
344036628,2.3226,3740.2344,8687.2002
344036668,2.2435,3784.1797,8489.6348
344036707,2.2171,3750.0000,8313.9775
344036747,2.2698,3798.8281,8622.7617
344036787,2.3490,3759.7656,8831.7979
344036826,2.4018,3779.2969,9077.1748
344036866,2.4018,3745.1172,8995.0820
344036904,2.3226,3769.5313,8755.2461
344036944,2.3490,3764.6484,8843.2676
344036984,2.3490,3798.8281,8923.5566
344037023,2.2698,3759.7656,8534.0957
344037063,2.3490,3779.2969,8877.6777
344037102,2.4282,3730.4688,9058.3594
344037142,2.4282,3774.4141,9165.0684
344037182,2.3490,3798.8281,8923.5566
344037221,2.3490,3784.1797,8889.1475
344037261,2.3754,3750.0000,8907.8330
344037300,2.3754,3715.8203,8826.6426
344037340,2.4018,3730.4688,8959.8994
344037380,2.3226,3769.5313,8755.2461
344037419,2.3754,3750.0000,8907.8330
344037458,2.3490,3793.9453,8912.0869
344037497,2.4018,3745.1172,8995.0820
344037537,2.4810,3764.6484,9340.0801
344037577,2.3226,3725.5859,8653.1768
344037616,2.4018,3759.7656,9030.2646
344037656,2.3226,3759.7656,8732.5635
344037695,2.2962,3793.9453,8711.8145
344037735,2.3754,3745.1172,8896.2344
344037775,2.2698,3750.0000,8511.9297
344037814,2.3490,3750.0000,8808.8584
344037854,2.3754,3779.2969,8977.4258
344037893,2.2435,3745.1172,8402.0000
344037933,2.2435,3798.8281,8522.4980
344037971,2.2171,3745.1172,8303.1523
344038011,2.4018,3779.2969,9077.1748
344038051,2.4282,3745.1172,9093.9297
344038090,2.4282,3769.5313,9153.2119
344038130,2.5338,3740.2344,9476.9443
344038169,2.3754,3759.7656,8931.0313
344038209,2.4810,3764.6484,9340.0801
344038249,2.3754,3696.2891,8780.2471
344038288,2.4282,3730.4688,9058.3594
344038328,2.2698,3779.2969,8578.4287
344038367,2.2962,3754.8828,8622.1182
344038407,2.2962,3779.2969,8678.1787
344038447,2.2698,3759.7656,8534.0957
344038486,2.2698,3779.2969,8578.4287
344038525,2.4546,3735.3516,9168.8047
344038564,2.4810,3715.8203,9218.9375
344038604,2.5338,3735.3516,9464.5732
344038644,2.4282,3774.4141,9165.0684
344038683,2.3754,3750.0000,8907.8330
344038723,2.3754,3784.1797,8989.0244
344038762,2.4018,3745.1172,8995.0820
344038802,2.3754,3774.4141,8965.8271
344038842,2.4546,3735.3516,9168.8047
344038881,2.4810,3769.5313,9352.1943
344038921,2.3754,3745.1172,8896.2344
344038960,2.3226,3798.8281,8823.2920
344039000,2.3754,3720.7031,8838.2412
344039040,2.2698,3754.8828,8523.0127
344039078,2.2698,3754.8828,8523.0127
344039118,2.4018,3779.2969,9077.1748
344039157,2.2435,3754.8828,8423.9082
344039197,2.2435,3764.6484,8445.8174
344039236,2.3490,3754.8828,8820.3281
344039276,2.4018,3769.5313,9053.7197
344039316,2.2962,3754.8828,8622.1182
344039355,2.2435,3779.2969,8478.6807
344039395,2.2435,3759.7656,8434.8633
344039434,2.3754,3750.0000,8907.8330
344039474,2.4018,3740.2344,8983.3545
344039514,2.4282,3759.7656,9129.4990
344039553,2.3754,3750.0000,8907.8330
344039592,2.4546,3779.2969,9276.6729
344039631,2.3754,3745.1172,8896.2344
344039671,2.3490,3774.4141,8866.2070
344039711,2.3226,3745.1172,8698.5410
344039750,2.2962,3740.2344,8588.4814
344039790,2.4018,3745.1172,8995.0820
344039829,2.3754,3750.0000,8907.8330
344039869,2.2698,3754.8828,8523.0127
344039909,2.2698,3769.5313,8556.2627
344039948,2.2962,3764.6484,8644.5420
344039988,2.2962,3774.4141,8666.9658
344040027,2.2962,3803.7109,8734.2393
344040067,2.2171,3779.2969,8378.9307
344040107,2.2435,3774.4141,8467.7256
344040145,2.2171,3759.7656,8335.6289
344040185,2.3490,3764.6484,8843.2676
344040224,2.3754,3750.0000,8907.8330
344040264,2.4546,3750.0000,9204.7607
344040304,2.5338,3730.4688,9452.2012
344040343,2.3490,3745.1172,8797.3887
344040383,2.3490,3750.0000,8808.8584
344040422,2.4282,3750.0000,9105.7861
344040462,2.4018,3759.7656,9030.2646
344040501,2.4546,3735.3516,9168.8047
344040541,2.4546,3759.7656,9228.7314
344040581,2.3754,3745.1172,8896.2344
344040620,2.3226,3779.2969,8777.9277
344040659,2.3226,3750.0000,8709.8818
344040698,2.4546,3759.7656,9228.7314
344040738,2.2962,3852.5391,8846.3604
344040778,2.3490,3750.0000,8808.8584
344040817,2.4018,3745.1172,8995.0820
344040857,2.3226,3774.4141,8766.5869
344040896,2.2435,3774.4141,8467.7256
344040936,2.4282,3759.7656,9129.4990
344040976,2.3226,3750.0000,8709.8818
344041015,2.3226,3784.1797,8789.2686
344041055,2.2171,3769.5313,8357.2803
344041094,2.4018,3754.8828,9018.5371
344041134,2.1907,3774.4141,8268.4854
344041174,2.2435,3779.2969,8478.6807
344041212,2.3754,3789.0625,9000.6230
344041252,2.4018,3740.2344,8983.3545
344041291,2.3754,3730.4688,8861.4385
344041331,2.3754,3769.5313,8954.2285
344041371,2.4810,3735.3516,9267.3945
344041410,2.3754,3769.5313,8954.2285
344041450,2.5338,3745.1172,9489.3164
344041489,2.5074,3750.0000,9402.7139
344041529,2.3490,3750.0000,8808.8584
344041569,2.3754,3808.5938,9047.0186
344041608,2.2962,3750.0000,8610.9053
344041648,2.3226,3774.4141,8766.5869
344041687,2.3754,3740.2344,8884.6357
344041726,2.2962,3769.5313,8655.7539
344041765,2.2698,3740.2344,8489.7627
344041805,2.3754,3759.7656,8931.0313
344041845,2.2698,3750.0000,8511.9297
344041884,2.2962,3789.0625,8700.6025
344041924,2.4282,3754.8828,9117.6426
344041963,2.4810,3764.6484,9340.0801
344042003,2.2698,3750.0000,8511.9297
344042043,2.1643,3793.9453,8211.1357
344042082,2.1907,3774.4141,8268.4854
344042122,2.4546,3750.0000,9204.7607
344042161,2.4810,3750.0000,9303.7373
344042201,2.4546,3759.7656,9228.7314
344042241,2.3226,3779.2969,8777.9277
344042279,2.2698,3754.8828,8523.0127
344042319,2.3754,3784.1797,8989.0244
344042358,2.4282,3735.3516,9070.2168
344042398,2.5074,3745.1172,9390.4707
344042438,2.4282,3754.8828,9117.6426
344042477,2.4546,3759.7656,9228.7314
344042517,2.3490,3769.5313,8854.7373
344042556,2.3754,3789.0625,9000.6230
344042596,2.3226,3754.8828,8721.2227
344042636,2.3490,3754.8828,8820.3281
344042675,2.4282,3745.1172,9093.9297
344042715,2.2962,3769.5313,8655.7539
344042754,2.3226,3769.5313,8755.2461
344042793,2.2171,3769.5313,8357.2803
344042833,2.2435,3759.7656,8434.8633
344042872,2.3490,3759.7656,8831.7979
344042912,2.3490,3750.0000,8808.8584
344042951,2.3490,3769.5313,8854.7373
344042991,2.3754,3764.6484,8942.6299
344043030,2.2435,3754.8828,8423.9082
344043070,2.2171,3774.4141,8368.1055
344043110,2.2435,3759.7656,8434.8633
344043149,2.3490,3759.7656,8831.7979
344043189,2.4018,3745.1172,8995.0820
344043228,2.3754,3750.0000,8907.8330
344043268,2.3754,3735.3516,8873.0371
344043308,2.4282,3637.6953,8833.0869
344043346,2.4018,3745.1172,8995.0820
344043386,2.3226,3764.6484,8743.9053
344043425,2.4810,3745.1172,9291.6230
344043465,2.4282,3750.0000,9105.7861
344043505,2.4546,3730.4688,9156.8193
344043544,2.4018,3764.6484,9041.9922
344043584,2.3754,3735.3516,8873.0371
344043623,2.3490,3613.2813,8487.7021
344043663,2.4018,3745.1172,8995.0820
344043703,2.3490,3769.5313,8854.7373
344043742,2.3490,3745.1172,8797.3887
344043782,2.1907,3784.1797,8289.8779
344043821,2.1907,3759.7656,8236.3955
344043860,2.2435,3789.0625,8500.5889
344043900,2.2435,3735.3516,8380.0908
344043939,2.3226,3779.2969,8777.9277
344043979,2.2171,3764.6484,8346.4541
344044018,2.2962,3784.1797,8689.3906
344044058,2.2962,3735.3516,8577.2695
344044098,2.2962,3730.4688,8566.0576
344044137,2.4546,3740.2344,9180.7900
344044177,2.4018,3750.0000,9006.8096
344044216,2.2698,3735.3516,8478.6797
344044256,2.3226,3779.2969,8777.9277
344044295,2.2698,3730.4688,8467.5967
344044335,2.3754,3642.5781,8652.6611
344044375,2.4018,3735.3516,8971.6270
344044413,2.4810,3764.6484,9340.0801
344044453,2.4018,3730.4688,8959.8994
344044492,2.3226,3774.4141,8766.5869
344044532,2.3490,3735.3516,8774.4482
344044572,2.2435,3784.1797,8489.6348
344044611,2.2962,3740.2344,8588.4814
344044651,2.3490,3764.6484,8843.2676
344044690,2.4546,3735.3516,9168.8047
344044730,2.3226,3764.6484,8743.9053
344044770,2.2435,3730.4688,8369.1367
344044809,2.2962,3779.2969,8678.1787
344044849,2.4018,3725.5859,8948.1719
344044888,2.5602,3735.3516,9563.1621
344044928,2.4282,3720.7031,9034.6465
344044967,2.3754,3764.6484,8942.6299
344045006,2.1907,3745.1172,8204.3057
344045046,2.3490,3769.5313,8854.7373
344045085,2.3226,3706.0547,8607.8125
344045125,2.4018,3754.8828,9018.5371
344045165,2.3226,3750.0000,8709.8818
344045204,2.2698,3774.4141,8567.3457
344045244,2.2171,3764.6484,8346.4541
344045283,2.2435,3759.7656,8434.8633
344045323,2.3754,3745.1172,8896.2344
344045363,2.3490,3754.8828,8820.3281
344045402,2.4546,3730.4688,9156.8193
344045442,2.2962,3759.7656,8633.3301
344045480,2.3754,3735.3516,8873.0371
344045520,2.5074,3750.0000,9402.7139
344045559,2.4018,3676.7578,8830.8955
344045599,2.2962,3754.8828,8622.1182
