,4086.9141,2049.4976
284387430,0.5015,4091.7969,2051.9463
284387470,0.6598,4082.0313,2693.4856
284387510,0.6071,4082.0313,2478.0068
284387549,0.5543,4082.0313,2262.5278
284387589,0.5015,4086.9141,2049.4976
284387628,0.4751,4091.7969,1943.9491
284387667,0.5279,4086.9141,2157.3660
284387707,0.4487,4077.1484,1829.3794
284387746,0.5015,4086.9141,2049.4976
284387786,0.5279,4082.0313,2154.7883
284387825,0.5279,4082.0313,2154.7883
284387865,0.6862,4077.1484,2797.8743
284387905,0.5279,4082.0313,2154.7883
284387944,0.4751,4082.0313,1939.3096
284387984,0.5543,4082.0313,2262.5278
284388023,0.4751,4082.0313,1939.3096
284388063,0.4751,4082.0313,1939.3096
284388103,0.6071,4082.0313,2478.0068
284388142,0.4487,4086.9141,1833.7611
284388182,0.5279,4082.0313,2154.7883
284388220,0.6598,4082.0313,2693.4856
284388260,0.5279,4096.6797,2162.5210
284388300,0.5279,4086.9141,2157.3660
284388339,0.6598,4082.0313,2693.4856
284388379,0.5015,4091.7969,2051.9463
284388418,0.5279,4082.0313,2154.7883
284388458,0.5279,4082.0313,2154.7883
284388497,0.5279,4086.9141,2157.3660
284388537,0.4751,4086.9141,1941.6294
284388577,0.5015,4086.9141,2049.4976
284388616,0.5279,4077.1484,2152.2109
284388656,0.5807,4086.9141,2373.1025
284388695,0.5279,4082.0313,2154.7883
284388734,0.5543,4086.9141,2265.2341
284388774,0.5543,4038.0859,2238.1704
284388813,0.6071,4086.9141,2480.9709
284388853,0.5279,4082.0313,2154.7883
284388892,0.5279,4062.5000,2144.4785
284388932,0.5015,4077.1484,2044.6003
284388972,0.5279,4062.5000,2144.4785
284389011,0.5279,4086.9141,2157.3660
284389051,0.5279,4086.9141,2157.3660
284389090,0.5279,4140.6250,2185.7183
284389130,0.5543,4082.0313,2262.5278
284389170,0.5015,4086.9141,2049.4976
284389209,0.5015,4086.9141,2049.4976
284389249,0.4751,4086.9141,1941.6294
284389287,0.5543,4082.0313,2262.5278
284389327,0.5807,4067.3828,2361.7615
284389367,0.5543,4086.9141,2265.2341
284389406,0.5279,4072.2656,2149.6333
284389446,0.4751,4086.9141,1941.6294
284389485,0.4751,4091.7969,1943.9491
284389525,0.5279,4125.9766,2177.9858
284389565,0.5015,4086.9141,2049.4976
284389604,0.5279,4086.9141,2157.3660
284389644,0.5279,4086.9141,2157.3660
284389683,0.5807,4082.0313,2370.2673
284389723,0.5807,4082.0313,2370.2673
284389762,0.5543,4077.1484,2259.8215
284389801,0.5279,4077.1484,2152.2109
284389841,0.5279,4165.0391,2198.6060
284389880,0.5015,4067.3828,2039.7031
284389920,0.5279,4082.0313,2154.7883
284389959,0.5015,4077.1484,2044.6003
284389999,0.4487,4082.0313,1831.5702
284390039,0.4751,3955.0781,1878.9961
284390078,0.5015,4086.9141,2049.4976
284390118,0.5015,4091.7969,2051.9463
284390157,0.5015,4091.7969,2051.9463
284390197,0.5015,4086.9141,2049.4976
284390237,0.4751,4086.9141,1941.6294
284390276,0.5543,4082.0313,2262.5278
284390316,0.5279,4077.1484,2152.2109
284390354,0.6334,4062.5000,2573.3740
284390394,0.4751,4086.9141,1941.6294
284390434,0.4487,4091.7969,1835.9520
284390473,0.6598,4082.0313,2693.4856
284390513,0.5279,4077.1484,2152.2109
284390552,0.5279,4116.2109,2172.8308
284390592,0.5543,4086.9141,2265.2341
284390632,0.5015,4082.0313,2047.0490
284390671,0.5543,4072.2656,2257.1152
284390711,0.4751,4096.6797,1946.2688
284390750,0.5543,4082.0313,2262.5278
284390790,0.5279,4062.5000,2144.4785
284390830,0.4487,4086.9141,1833.7611
284390868,0.5015,4116.2109,2064.1892
284390908,0.5015,4096.6797,2054.3948
284390947,0.5279,4082.0313,2154.7883
284390987,0.4751,4082.0313,1939.3096
284391026,0.5015,4062.5000,2037.2544
284391066,2.4018,3828.1250,9194.4512
284391106,2.7713,3715.8203,10297.7500
284391146,2.7185,3774.4141,10260.8910
284391187,2.5866,3769.5313,9750.1602
284391226,2.1379,3828.1250,8184.0723
284391266,2.2171,3867.1875,8573.7900
284391306,2.0587,3793.9453,7810.5928
284391345,2.0323,3886.7188,7899.0010
284391385,1.7948,3881.8359,6966.9775
284391424,1.9003,3906.2500,7423.1948
284391463,2.0059,3872.0703,7767.0327
284391503,1.7948,3935.5469,7063.3760
284391542,1.8212,3876.9531,7060.5405
284391582,1.8476,3916.0156,7235.0371
284391621,1.9267,3837.8906,7394.5845
284391661,2.0851,3867.1875,8063.4458
284391701,2.1643,3847.6563,8327.3818
284391740,2.0323,3857.4219,7839.4604
284391780,2.0323,3847.6563,7819.6138
284391819,2.2171,3784.1797,8389.7568
284391859,2.1115,3852.5391,8134.5840
284391899,2.0851,3876.9531,8083.8081
284391938,1.9003,3876.9531,7367.5205
284391977,2.0851,3857.4219,8043.0835
284392016,2.0323,3862.3047,7849.3838
284392056,2.2435,3959.9609,8883.9922
284392096,1.9795,3867.1875,7655.1694
284392135,2.1643,3852.5391,8337.9492
284392175,2.2698,3833.0078,8700.3447
284392214,2.1115,3837.8906,8103.6538
284392254,1.8739,3881.8359,7274.3442
284392294,2.0587,3857.4219,7941.2720
284392333,2.0059,3872.0703,7767.0327
284392373,2.0323,3842.7734,7809.6904
284392412,1.9795,3876.9531,7674.5005
284392452,1.9795,3847.6563,7616.5068
284392491,2.2698,3847.6563,8733.5947
284392530,2.1379,3828.1250,8184.0723
284392570,2.0323,3979.4922,8087.5449
284392609,1.9531,3857.4219,7534.0273
284392649,1.8739,3901.3672,7310.9448
284392688,2.1379,3833.0078,8194.5107
284392728,2.0587,3862.3047,7951.3242
284392768,2.1379,3852.5391,8236.2666
284392807,1.8739,3911.1328,7329.2451
284392847,1.8476,3862.3047,7135.8032
284392886,1.8212,3906.2500,7113.8950
284392926,2.1115,3847.6563,8124.2739
284392966,2.0059,3881.8359,7786.6216
284393005,2.0851,3872.0703,8073.6270
284393044,2.0059,3862.3047,7747.4434
284393083,1.9267,3881.8359,7479.2554
284393123,2.1379,3833.0078,8194.5107
284393163,2.0323,3872.0703,7869.2305
284393202,1.9531,3857.4219,7534.0273
284393242,1.9531,3891.6016,7600.7842
284393281,1.9531,3857.4219,7534.0273
284393321,1.9531,3891.6016,7600.7842
284393361,1.9267,3867.1875,7451.0317
284393400,1.9003,3886.7188,7386.0786
284393440,1.9267,3876.9531,7469.8477
284393479,2.0059,3881.8359,7786.6216
284393519,2.0059,3847.6563,7718.0601
284393559,1.9795,3842.7734,7606.8413
284393597,2.1379,3818.3594,8163.1943
284393637,2.0851,3867.1875,8063.4458
284393676,2.1379,3842.7734,8215.3887
284393716,2.1115,3876.9531,8186.1338
284393755,2.1115,3828.1250,8083.0342
284393795,2.2171,3808.5938,8443.8838
284393835,2.2171,3828.1250,8487.1855
284393874,2.2435,3828.1250,8588.2236
284393914,1.7948,3876.9531,6958.2144
284393953,2.0587,3833.0078,7891.0107
284393993,1.9267,3886.7188,7488.6631
284394033,2.0851,3847.6563,8022.7212
284394072,1.9795,3847.6563,7616.5068
284394112,2.0323,3847.6563,7819.6138
284394150,2.1907,3847.6563,8428.9346
284394190,2.0323,3842.7734,7809.6904
284394230,2.1907,3852.5391,8439.6309
284394269,1.9795,3847.6563,7616.5068
284394309,2.1379,3862.3047,8257.1445
284394348,2.0323,3862.3047,7849.3838
284394388,2.1907,3847.6563,8428.9346
284394428,1.9531,3862.3047,7543.5640
284394467,2.0323,3847.6563,7819.6138
284394507,2.1115,3847.6563,8124.2739
284394546,2.0323,3837.8906,7799.7671
284394586,2.1379,3852.5391,8236.2666
284394626,1.9003,3867.1875,7348.9624
284394664,2.0587,3852.5391,7931.2197
284394704,1.9267,3730.4688,7187.6113
284394743,2.1643,3837.8906,8306.2461
284394783,1.8212,3867.1875,7042.7559
284394823,2.0059,3847.6563,7718.0601
284394862,2.1379,3823.2422,8173.6333
284394902,2.1379,3862.3047,8257.1445
284394941,2.0851,3857.4219,8043.0835
284394981,1.9003,3881.8359,7376.7998
284395020,2.1379,3823.2422,8173.6333
284395060,2.1907,3842.7734,8418.2373
284395100,2.0851,3842.7734,8012.5400
284395139,1.9795,3857.4219,7635.8379
284395179,2.1115,3837.8906,8103.6538
284395217,2.1907,3842.7734,8418.2373
284395257,1.9267,3857.4219,7432.2163
284395297,1.8739,3876.9531,7265.1943
284395336,1.9531,3872.0703,7562.6372
284395376,2.0587,3886.7188,8001.5854
284395415,1.9267,3862.3047,7441.6240
284395455,2.1115,3852.5391,8134.5840
284395495,2.0323,3857.4219,7839.4604
284395534,2.1115,3852.5391,8134.5840
284395574,2.0851,3842.7734,8012.5400
284395613,2.1379,3828.1250,8184.0723
284395653,1.8212,3886.7188,7078.3252
284395693,2.0323,3828.1250,7779.9204
284395731,1.8212,3886.7188,7078.3252
284395771,2.0059,3857.4219,7737.6489
284395810,1.7948,3881.8359,6966.9775
284395850,1.8212,3886.7188,7078.3252
284395890,1.8476,3901.3672,7207.9736
284395929,1.9267,3847.6563,7413.4004
284395969,2.0851,3867.1875,8063.4458
284396008,1.8739,3852.5391,7219.4434
284396048,1.8212,3896.4844,7096.1104
284396088,1.8476,3881.8359,7171.8887
284396127,1.7948,3906.2500,7010.7954
284396167,1.9267,3857.4219,7432.2163
284396206,1.6364,3916.0156,6408.1758
284396246,1.8739,3872.0703,7256.0439
284396284,1.8212,3901.3672,7105.0024
284396324,2.0851,3837.8906,8002.3589
284396364,2.2171,3847.6563,8530.4883
284396403,2.2962,3813.4766,8756.6631
284396443,2.2698,3837.8906,8711.4277
284396482,2.0059,3828.1250,7678.8823
284396522,1.9003,3886.7188,7386.0786
284396562,1.5308,3901.3672,5972.3213
284396601,1.8212,3906.2500,7113.8950
284396641,1.7684,3867.1875,6838.6182
284396680,1.9531,3896.4844,7610.3213
284396720,2.0059,3847.6563,7718.0601
284396760,2.1907,3847.6563,8428.9346
284396798,2.2698,3754.8828,8523.0127
284396838,2.2962,3828.1250,8790.2998
284396877,2.1379,3881.8359,8298.8994
284396917,2.0587,3886.7188,8001.5854
284396957,2.1907,3833.0078,8396.8447
284396996,2.3754,3837.8906,9116.6104
284397036,2.3226,3808.5938,8845.9736
284397075,2.2171,3833.0078,8498.0117
284397115,2.4018,3813.4766,9159.2686
284397155,2.1379,3857.4219,8246.7051
284397194,2.1379,3818.3594,8163.1943
284397234,2.2435,3852.5391,8642.9961
284397273,2.1643,3823.2422,8274.5430
284397313,2.1907,3833.0078,8396.8447
284397352,2.1379,3857.4219,8246.7051
284397391,2.2698,3842.7734,8722.5107
284397431,2.0059,3842.7734,7708.2656
284397470,1.9795,3876.9531,7674.5005
284397510,1.9795,3852.5391,7626.1724
284397549,2.2698,3842.7734,8722.5107
284397589,2.1907,3803.7109,8332.6650
284397629,2.3226,3847.6563,8936.7021
284397668,2.1643,3833.0078,8295.6777
284397708,2.2435,3823.2422,8577.2695
284397747,2.4546,3789.0625,9300.6436
284397787,2.3754,3818.3594,9070.2158
284397827,2.4546,3754.8828,9216.7461
284397865,2.2435,3833.0078,8599.1787
284397905,2.1907,3833.0078,8396.8447
284397944,2.1907,3837.8906,8407.5410
284397984,2.1907,3837.8906,8407.5410
284398024,2.1379,3837.8906,8204.9502
284398063,2.1379,3833.0078,8194.5107
284398103,2.1379,3842.7734,8215.3887
284398142,2.1643,3828.1250,8285.1104
284398182,2.1907,3823.2422,8375.4512
284398222,2.2962,3828.1250,8790.2998
284398261,2.5074,3793.9453,9512.9014
284398301,2.5074,3779.2969,9476.1719
284398340,2.5338,3774.4141,9563.5488
284398380,2.4546,3769.5313,9252.7021
284398419,2.4018,3784.1797,9088.9033
284398458,2.2171,3813.4766,8454.7090
284398498,2.3754,3818.3594,9070.2158
284398537,2.2435,3823.2422,8577.2695
284398577,2.1379,3823.2422,8173.6333
284398617,2.1643,3833.0078,8295.6777
284398656,2.1907,3798.8281,8321.9678
284398696,2.3754,3803.7109,9035.4199
284398735,2.5602,3774.4141,9663.1689
284398775,2.3754,3803.7109,9035.4199
284398814,2.4546,3764.6484,9240.7168
284398854,2.4810,3793.9453,9412.7656
284398894,2.4810,3803.7109,9436.9941
284398932,2.4546,3808.5938,9348.5859
284398972,2.4282,3793.9453,9212.4941
284399011,2.3490,3808.5938,8946.4961
284399051,2.3226,3793.9453,8811.9512
284399091,2.3490,3803.7109,8935.0264
284399130,2.2171,3808.5938,8443.8838
284399170,2.1379,3847.6563,8225.8281
284399209,2.2435,3793.9453,8511.5439
284399249,2.3754,3798.8281,9023.8213
284399289,2.4282,3779.2969,9176.9248
284399328,2.4282,3793.9453,9212.4941
284399368,2.5074,3764.6484,9439.4424
284399407,2.6658,3774.4141,10061.6500
284399448,2.6394,3769.5313,9949.1426
284399488,2.5338,3759.7656,9526.4326
284399526,2.4018,3779.2969,9077.1748
284399566,2.3754,3813.4766,9058.6172
284399605,2.3226,3818.3594,8868.6563
284399645,2.2962,3779.2969,8678.1787
284399685,2.3754,3808.5938,9047.0186
284399724,2.3226,3779.2969,8777.9277
284399764,2.4810,3803.7109,9436.9941
284399803,2.5602,3774.4141,9663.1689
284399843,2.4546,3803.7109,9336.6006
284399883,2.6130,3706.0547,9683.7900
284399922,2.4546,3808.5938,9348.5859
284399962,2.5602,3754.8828,9613.1660
284400001,2.4546,3798.8281,9324.6152
284400040,2.4018,3759.7656,9030.2646
284400079,2.3490,3789.0625,8900.6172
284400119,2.6658,3764.6484,10035.6180
284400160,2.5866,3779.2969,9775.4199
284400199,2.4018,3784.1797,9088.9033
284400239,2.5338,3798.8281,9625.4082
284400278,2.6394,3769.5313,9949.1426
284400318,2.5074,3769.5313,9451.6855
284400358,2.3490,3750.0000,8808.8584
284400397,2.3226,3789.0625,8800.6094
284400437,2.5602,3808.5938,9750.6758
284400476,2.4810,3774.4141,9364.3086
284400516,2.3226,3818.3594,8868.6563
284400556,2.2698,3798.8281,8622.7617
284400594,2.3226,3823.2422,8879.9971
284400634,2.2171,3803.7109,8433.0586
284400673,2.2435,3813.4766,8555.3613
284400713,2.2435,3798.8281,8522.4980
284400753,2.4018,3813.4766,9159.2686
284400792,2.6394,3769.5313,9949.1426
284400832,2.5338,3784.1797,9588.2930
284400871,2.5866,3867.1875,10002.7550
284400912,2.6130,3774.4141,9862.4102
284400952,2.6130,3750.0000,9798.6172
284400991,2.4282,3793.9453,9212.4941
284401031,2.3226,3779.2969,8777.9277
284401070,2.2171,3818.3594,8465.5352
284401110,2.4018,3789.0625,9100.6309
284401149,2.4810,3789.0625,9400.6514
284401188,2.4018,3774.4141,9065.4473
284401228,2.4810,3784.1797,9388.5371
284401267,2.5338,3784.1797,9588.2930
284401307,2.6394,3764.6484,9936.2549
284401347,2.5602,3784.1797,9688.1709
284401386,2.4282,3784.1797,9188.7813
284401426,2.4018,3803.7109,9135.8135
284401465,2.4282,3764.6484,9141.3555
284401505,2.4810,3793.9453,9412.7656
284401544,2.4282,3808.5938,9248.0635
284401584,2.2698,3823.2422,8678.1777
284401624,2.4282,3779.2969,9176.9248
284401662,2.5338,3789.0625,9600.6650
284401702,2.4810,3764.6484,9340.0801
284401741,2.4810,3784.1797,9388.5371
284401781,2.3490,3784.1797,8889.1475
284401821,2.4018,3808.5938,9147.5410
284401860,2.4546,3779.2969,9276.6729
284401900,2.3490,3818.3594,8969.4365
284401939,2.2962,3789.0625,8700.6025
284401979,2.2698,3813.4766,8656.0117
284402019,2.4018,3793.9453,9112.3584
284402058,2.4282,3789.0625,9200.6377
284402098,2.5074,3930.6641,9855.7090
284402137,2.4810,3798.8281,9424.8799
284402177,2.4810,3769.5313,9352.1943
284402216,2.5602,3769.5313,9650.6680
284402255,2.5338,3769.5313,9551.1768
284402295,2.5338,3789.0625,9600.6650
284402334,2.4282,3784.1797,9188.7813
284402374,2.4546,3779.2969,9276.6729
284402414,2.3754,3803.7109,9035.4199
284402453,2.2962,3808.5938,8745.4512
284402493,2.3226,3789.0625,8800.6094
284402532,2.4282,3803.7109,9236.2070
284402572,2.6394,3759.7656,9923.3672
284402612,2.6394,3769.5313,9949.1426
284402651,2.4810,3779.2969,9376.4229
284402691,2.4546,3779.2969,9276.6729
284402729,2.5074,3774.4141,9463.9287
284402769,2.6130,3740.2344,9773.1006
284402809,2.4810,3774.4141,9364.3086
284402848,2.3226,3789.0625,8800.6094
284402888,2.4546,3808.5938,9348.5859
284402927,2.4018,3789.0625,9100.6309
284402967,2.5866,3789.0625,9800.6787
284403006,2.4810,3779.2969,9376.4229
284403046,2.4018,3813.4766,9159.2686
284403086,2.4810,3779.2969,9376.4229
284403125,2.4282,3793.9453,9212.4941
284403165,2.4282,3764.6484,9141.3555
284403204,2.3226,3662.1094,8505.7441
284403244,2.4282,3779.2969,9176.9248
284403283,2.4810,3798.8281,9424.8799
284403322,2.4810,3759.7656,9327.9658
284403362,2.4282,3793.9453,9212.4941
284403401,2.3490,3769.5313,8854.7373
284403441,2.4546,3789.0625,9300.6436
284403481,2.5338,3759.7656,9526.4326
284403520,2.4546,3803.7109,9336.6006
284403560,2.4018,3784.1797,9088.9033
284403599,2.4546,3793.9453,9312.6289
284403639,2.5338,3754.8828,9514.0605
284403679,2.4810,3774.4141,9364.3086
284403718,2.2962,3789.0625,8700.6025
284403758,2.2962,3774.4141,8666.9658
284403796,2.4282,3784.1797,9188.7813
284403836,2.5074,3774.4141,9463.9287
284403876,2.4810,3779.2969,9376.4229
284403915,2.3754,3779.2969,8977.4258
284403955,2.4018,3774.4141,9065.4473
284403994,2.5866,3769.5313,9750.1602
284404034,2.6394,3779.2969,9974.9180
284404073,2.4018,3813.4766,9159.2686
284404113,2.3490,3823.2422,8980.9063
284404153,2.4282,3779.2969,9176.9248
284404192,2.3754,3681.6406,8745.4512
284404232,2.4282,3779.2969,9176.9248
284404271,2.2698,3808.5938,8644.9287
284404311,2.3226,3779.2969,8777.9277
284404350,2.5338,3793.9453,9613.0371
284404389,2.4810,3754.8828,9315.8516
284404429,2.4018,3808.5938,9147.5410
284404468,2.3754,3769.5313,8954.2285
284404508,2.3754,3813.4766,9058.6172
284404548,2.3754,3764.6484,8942.6299
284404587,2.3226,3803.7109,8834.6328
284404627,2.3226,3784.1797,8789.2686
284404666,2.4018,3808.5938,9147.5410
284404706,2.5074,3779.2969,9476.1719
284404746,2.5338,3784.1797,9588.2930
284404785,2.4018,3769.5313,9053.7197
284404825,2.4546,3808.5938,9348.5859
284404864,2.5602,3764.6484,9638.1680
284404903,2.4810,3759.7656,9327.9658
284404943,2.4018,3789.0625,9100.6309
284404982,2.4546,3818.3594,9372.5566
284405022,2.4810,3769.5313,9352.1943
284405061,2.5602,3793.9453,9713.1729
284405101,2.2698,3818.3594,8667.0947
284405141,2.1907,3808.5938,8343.3613
284405180,2.3226,3823.2422,8879.9971
284405220,2.3754,3774.4141,8965.8271
284405259,2.4018,3793.9453,9112.3584
284405299,2.4018,3789.0625,9100.6309
284405338,2.4810,3754.8828,9315.8516
284405378,2.5866,3750.0000,9699.6416
284405417,2.5338,3784.1797,9588.2930
284405456,2.5338,3759.7656,9526.4326
284405496,2.4282,3798.8281,9224.3506
284405535,2.3754,3769.5313,8954.2285
284405575,2.4810,3803.7109,9436.9941
284405615,2.4282,3784.1797,9188.7813
284405654,2.3226,3818.3594,8868.6563
284405694,2.3754,3779.2969,8977.4258
284405733,2.5338,3828.1250,9699.6406
284405773,2.4018,3750.0000,9006.8096
284405813,2.4018,3808.5938,9147.5410
284405852,2.4546,3769.5313,9252.7021
284405892,2.5866,3779.2969,9775.4199
284405931,2.4282,3750.0000,9105.7861
284405970,2.3226,3808.5938,8845.9736
284406010,2.3226,3784.1797,8789.2686
284406049,2.3754,3798.8281,9023.8213
284406089,2.4282,3759.7656,9129.4990
284406128,2.2698,3837.8906,8711.4277
284406168,2.2962,3784.1797,8689.3906
284406208,2.4282,3779.2969,9176.9248
284406247,2.5866,3759.7656,9724.9004
284406287,2.4282,3779.2969,9176.9248
284406326,2.3754,3803.7109,9035.4199
284406366,2.4282,3779.2969,9176.9248
284406406,2.5338,3764.6484,9538.8047
284406445,2.3490,3798.8281,8923.5566
284406484,2.2435,3793.9453,8511.5439
284406523,2.3754,3818.3594,9070.2158
284406563,2.2698,3793.9453,8611.6787
284406602,2.4018,3798.8281,9124.0859
284406642,2.4810,3769.5313,9352.1943
284406682,2.4018,3798.8281,9124.0859
284406721,2.4810,3764.6484,9340.0801
284406761,2.7185,3740.2344,10167.9720
284406801,2.5866,3691.4063,9548.0840
284406841,2.6921,3740.2344,10069.2550
284406882,2.4810,3779.2969,9376.4229
284406921,2.4018,3784.1797,9088.9033
284406961,2.3226,3798.8281,8823.2920
284407000,2.3226,3779.2969,8777.9277
284407040,2.3226,3793.9453,8811.9512
284407079,2.2962,3779.2969,8678.1787
284407118,2.4546,3789.0625,9300.6436
284407158,2.4282,3720.7031,9034.6465
284407197,2.5866,3784.1797,9788.0498
284407237,2.4282,3774.4141,9165.0684
284407277,2.4546,3774.4141,9264.6875
284407316,2.4810,3779.2969,9376.4229
284407356,2.4546,3779.2969,9276.6729
284407395,2.4810,3759.7656,9327.9658
284407435,2.4810,3774.4141,9364.3086
284407475,2.5602,3779.2969,9675.6699
284407514,2.5602,3764.6484,9638.1680
284407554,2.5074,3779.2969,9476.1719
284407592,2.3754,3793.9453,9012.2217
284407632,2.3226,3823.2422,8879.9971
284407672,2.3754,3789.0625,9000.6230
284407711,2.2435,3818.3594,8566.3154
284407751,2.2698,3808.5938,8644.9287
284407790,2.3490,3823.2422,8980.9063
284407830,2.2962,3784.1797,8689.3906
284407870,2.4282,3789.0625,9200.6377
284407909,2.4810,3769.5313,9352.1943
284407949,2.5074,3774.4141,9463.9287
284407988,2.4282,3764.6484,9141.3555
284408028,2.4282,3789.0625,9200.6377
284408067,2.2698,3813.4766,8656.0117
284408107,2.3226,3813.4766,8857.3145
284408146,2.3226,3774.4141,8766.5869
284408185,2.2962,3789.0625,8700.6025
284408225,2.3490,3774.4141,8866.2070
284408264,2.4282,3828.1250,9295.4893
284408304,2.3754,3784.1797,8989.0244
284408344,2.6394,3784.1797,9987.8047
284408383,2.5338,3769.5313,9551.1768
284408423,2.4282,3808.5938,9248.0635
284408462,2.3754,3793.9453,9012.2217
284408502,2.5074,3798.8281,9525.1445
284408542,2.4810,3759.7656,9327.9658
284408581,2.4282,3813.4766,9259.9199
284408621,2.5602,3759.7656,9625.6670
284408659,2.3754,3798.8281,9023.8213
284408699,2.3754,3779.2969,8977.4258
284408739,2.2435,3828.1250,8588.2236
284408778,2.2962,3784.1797,8689.3906
284408818,2.3754,3818.3594,9070.2158
284408857,2.4282,3872.0703,9402.1982
284408897,2.4282,3789.0625,9200.6377
284408937,2.4282,3764.6484,9141.3555
284408976,2.4810,3793.9453,9412.7656
284409016,2.6394,3754.8828,9910.4805
284409055,2.5338,3784.1797,9588.2930
284409095,2.4546,3754.8828,9216.7461
284409135,2.5338,3784.1797,9588.2930
284409174,2.5338,3764.6484,9538.8047
284409213,2.4546,3798.8281,9324.6152
284409252,2.3754,3754.8828,8919.4326
284409292,2.4018,3803.7109,9135.8135
284409331,2.4282,3784.1797,9188.7813
284409371,2.4282,3886.7188,9437.7676
284409411,2.3490,3784.1797,8889.1475
284409450,2.2962,3803.7109,8734.2393
284409490,2.4282,3784.1797,9188.7813
284409529,2.4282,3774.4141,9165.0684
284409569,2.4810,3808.5938,9449.1084
284409609,2.2962,3784.1797,8689.3906
284409648,2.4282,3784.1797,9188.7813
284409688,2.5074,3784.1797,9488.4150
284409726,2.5338,3774.4141,9563.5488
284409766,2.5338,3759.7656,9526.4326
284409806,2.4546,3784.1797,9288.6582
284409845,2.4810,3774.4141,9364.3086
284409885,2.4018,3808.5938,9147.5410
284409924,2.4282,3769.5313,9153.2119
284409964,2.4810,3784.1797,9388.5371
284410004,2.2962,3793.9453,8711.8145
284410043,2.4018,3784.1797,9088.9033
